fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,setsu_no,setsu_name,amount,expended,carryover_out_continuing,carryover_out_explicit,carryover_out_accident,unused,note,source
2018,2,総務費,1,総務管理費,1,一般管理費,1,報酬,584000,559200,0,0,0,24800,,H30決算書p27
2018,2,総務費,1,総務管理費,1,一般管理費,2,給料,44305000,44204400,0,0,0,100600,,H30決算書p27
2018,2,総務費,1,総務管理費,1,一般管理費,3,職員手当等,50894000,50713597,0,0,0,180403,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,4,共済費,21192000,19349858,0,0,0,1842142,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,7,賃金,2493000,2479600,0,0,0,13400,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,8,報償費,35000,35000,0,0,0,0,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,9,旅費,170000,169760,0,0,0,240,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,10,交際費,270000,266038,0,0,0,3962,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,11,需用費,6199000,5789039,0,0,0,409961,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,12,役務費,652000,604768,0,0,0,47232,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,13,委託料,1899000,1819066,0,0,0,79934,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,14,使用料及び賃借料,3733000,3576786,0,0,0,156214,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,19,負担金補助及び交付金,2361000,2131314,0,0,0,229686,,H30決算書p28
2018,2,総務費,1,総務管理費,1,一般管理費,27,公課費,39000,36550,0,0,0,2450,,H30決算書p28
2018,2,総務費,1,総務管理費,2,文書広報費,1,報酬,247000,237500,0,0,0,9500,,H30決算書p30
2018,2,総務費,1,総務管理費,2,文書広報費,7,賃金,225000,225000,0,0,0,0,,H30決算書p30
2018,2,総務費,1,総務管理費,2,文書広報費,11,需用費,2600000,2488733,0,0,0,111267,,H30決算書p30
2018,2,総務費,1,総務管理費,2,文書広報費,12,役務費,2007000,1876098,0,0,0,130902,,H30決算書p30
2018,2,総務費,1,総務管理費,2,文書広報費,13,委託料,1275000,1274400,0,0,0,600,,H30決算書p30
2018,2,総務費,1,総務管理費,2,文書広報費,15,工事請負費,3182000,3013200,0,0,0,168800,,H30決算書p30
2018,2,総務費,1,総務管理費,3,財政管理費,11,需用費,50000,47425,0,0,0,2575,,H30決算書p31
2018,2,総務費,1,総務管理費,3,財政管理費,13,委託料,8630000,8629200,0,0,0,800,,H30決算書p31
2018,2,総務費,1,総務管理費,5,財産管理費,11,需用費,7579000,6630346,0,0,0,948654,,H30決算書p31
2018,2,総務費,1,総務管理費,5,財産管理費,12,役務費,1303000,1185907,0,0,0,117093,,H30決算書p31
2018,2,総務費,1,総務管理費,5,財産管理費,13,委託料,2108000,1914359,0,0,0,193641,,H30決算書p31
2018,2,総務費,1,総務管理費,5,財産管理費,14,使用料及び賃借料,435000,434781,0,0,0,219,,H30決算書p31
2018,2,総務費,1,総務管理費,5,財産管理費,15,工事請負費,1168000,1080000,0,0,0,88000,,H30決算書p31
2018,2,総務費,1,総務管理費,6,企画費,1,報酬,368000,135200,0,0,0,232800,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,4,共済費,1586000,1533820,0,0,0,52180,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,7,賃金,710000,699550,0,0,0,10450,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,8,報償費,100000,50000,0,0,0,50000,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,9,旅費,875000,558460,0,0,0,316540,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,11,需用費,4526000,4022220,0,0,0,503780,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,12,役務費,364000,323739,0,0,0,40261,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,13,委託料,13141000,72360,0,13004000,0,64640,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,14,使用料及び賃借料,2097000,1842251,0,0,0,254749,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,15,工事請負費,200000,0,0,0,0,200000,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,19,負担金補助及び交付金,32813000,31368733,0,0,0,1444267,,H30決算書p32
2018,2,総務費,1,総務管理費,6,企画費,23,償還金利子及び割引料,556000,555556,0,0,0,444,,H30決算書p32
2018,2,総務費,1,総務管理費,8,交通安全対策費,11,需用費,382000,332369,0,0,0,49631,,H30決算書p34
2018,2,総務費,1,総務管理費,8,交通安全対策費,12,役務費,52000,51294,0,0,0,706,,H30決算書p34
2018,2,総務費,1,総務管理費,8,交通安全対策費,13,委託料,6607000,3857146,0,0,0,2749854,,H30決算書p34
2018,2,総務費,1,総務管理費,8,交通安全対策費,15,工事請負費,1109000,1021680,0,0,0,87320,,H30決算書p34
2018,2,総務費,1,総務管理費,8,交通安全対策費,16,原材料費,1433000,1432080,0,0,0,920,,H30決算書p34
2018,2,総務費,1,総務管理費,8,交通安全対策費,19,負担金補助及び交付金,613000,612150,0,0,0,850,,H30決算書p34
2018,2,総務費,1,総務管理費,8,交通安全対策費,27,公課費,7000,6600,0,0,0,400,,H30決算書p34
2018,2,総務費,1,総務管理費,9,電子計算費,11,需用費,104000,74829,0,0,0,29171,,H30決算書p35
2018,2,総務費,1,総務管理費,9,電子計算費,12,役務費,660000,659664,0,0,0,336,,H30決算書p35
2018,2,総務費,1,総務管理費,9,電子計算費,13,委託料,32255000,31231872,0,0,0,1023128,,H30決算書p35
2018,2,総務費,1,総務管理費,9,電子計算費,14,使用料及び賃借料,11854000,11685189,0,0,0,168811,,H30決算書p35
2018,2,総務費,1,総務管理費,9,電子計算費,19,負担金補助及び交付金,2836000,2833461,0,0,0,2539,,H30決算書p35
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,1,報酬,14000,13500,0,0,0,500,,H30決算書p36
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,11,需用費,780000,762037,0,0,0,17963,,H30決算書p36
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,12,役務費,432000,265740,0,0,0,166260,,H30決算書p36
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,13,委託料,17530000,16340400,0,0,0,1189600,,H30決算書p36
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,14,使用料及び賃借料,5833000,5796040,0,0,0,36960,,H30決算書p36
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,15,工事請負費,41741000,32784393,0,0,0,8956607,,H30決算書p36
2018,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,19,負担金補助及び交付金,64810000,62792897,0,0,0,2017103,,H30決算書p36
2018,2,総務費,2,徴税費,1,税務総務費,2,給料,6270000,6269700,0,0,0,300,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,3,職員手当等,3972000,3901930,0,0,0,70070,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,4,共済費,2055000,2054578,0,0,0,422,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,11,需用費,58000,56219,0,0,0,1781,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,12,役務費,256000,232131,0,0,0,23869,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,13,委託料,6170000,5981585,0,0,0,188415,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,14,使用料及び賃借料,1321000,1317789,0,0,0,3211,,H30決算書p37
2018,2,総務費,2,徴税費,1,税務総務費,19,負担金補助及び交付金,118000,108517,0,0,0,9483,,H30決算書p37
2018,2,総務費,2,徴税費,2,賦課徴収費,11,需用費,1163000,1162188,0,0,0,812,,H30決算書p38
2018,2,総務費,2,徴税費,2,賦課徴収費,23,償還金利子及び割引料,521000,520241,0,0,0,759,,H30決算書p38
2018,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,11,需用費,101000,96944,0,0,0,4056,,H30決算書p38
2018,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,13,委託料,10846000,10742112,0,0,0,103888,,H30決算書p38
2018,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,14,使用料及び賃借料,9604000,9603144,0,0,0,856,,H30決算書p38
2018,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,18,備品購入費,579000,578664,0,0,0,336,,H30決算書p38
2018,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,19,負担金補助及び交付金,1165000,1164400,0,0,0,600,,H30決算書p38
2018,2,総務費,4,選挙費,1,選挙管理委員会費,1,報酬,136000,118600,0,0,0,17400,,H30決算書p39
2018,2,総務費,4,選挙費,1,選挙管理委員会費,19,負担金補助及び交付金,15000,14600,0,0,0,400,,H30決算書p39
2018,2,総務費,4,選挙費,6,長野県議会議員選挙費,1,報酬,69000,68912,0,0,0,88,,H30決算書p39
2018,2,総務費,4,選挙費,6,長野県議会議員選挙費,3,職員手当等,123000,119376,0,0,0,3624,,H30決算書p39
2018,2,総務費,4,選挙費,6,長野県議会議員選挙費,11,需用費,616000,580825,0,0,0,35175,,H30決算書p39
2018,2,総務費,4,選挙費,6,長野県議会議員選挙費,12,役務費,31000,30212,0,0,0,788,,H30決算書p39
2018,2,総務費,4,選挙費,6,長野県議会議員選挙費,13,委託料,112000,111024,0,0,0,976,,H30決算書p39
2018,2,総務費,4,選挙費,10,長野県知事選挙費,1,報酬,834000,779512,0,0,0,54488,,H30決算書p39
2018,2,総務費,4,選挙費,10,長野県知事選挙費,3,職員手当等,1071000,1024058,0,0,0,46942,,H30決算書p39
2018,2,総務費,4,選挙費,10,長野県知事選挙費,11,需用費,962000,961733,0,0,0,267,,H30決算書p39
2018,2,総務費,4,選挙費,10,長野県知事選挙費,12,役務費,48000,31840,0,0,0,16160,,H30決算書p39
2018,2,総務費,4,選挙費,10,長野県知事選挙費,13,委託料,119000,118488,0,0,0,512,,H30決算書p39
2018,2,総務費,5,統計調査費,2,指定統計調査費,1,報酬,100000,99070,0,0,0,930,,H30決算書p40
2018,2,総務費,5,統計調査費,2,指定統計調査費,3,職員手当等,15000,14120,0,0,0,880,,H30決算書p40
2018,2,総務費,5,統計調査費,2,指定統計調査費,7,賃金,4000,4000,0,0,0,0,,H30決算書p40
2018,2,総務費,5,統計調査費,2,指定統計調査費,9,旅費,31000,30228,0,0,0,772,,H30決算書p40
2018,2,総務費,5,統計調査費,2,指定統計調査費,11,需用費,76000,67888,0,0,0,8112,,H30決算書p40
2018,2,総務費,5,統計調査費,2,指定統計調査費,12,役務費,3000,2996,0,0,0,4,,H30決算書p40
2018,2,総務費,6,監査委員費,1,監査委員費,1,報酬,520000,520000,0,0,0,0,,H30決算書p40
2018,2,総務費,6,監査委員費,1,監査委員費,9,旅費,50000,44000,0,0,0,6000,,H30決算書p40
2018,2,総務費,6,監査委員費,1,監査委員費,11,需用費,5000,2624,0,0,0,2376,,H30決算書p40
2018,2,総務費,6,監査委員費,1,監査委員費,19,負担金補助及び交付金,44000,44000,0,0,0,0,,H30決算書p40
2018,2,総務費,7,国土調査費,1,地籍調査費,2,給料,6013000,6012600,0,0,0,400,,H30決算書p40
2018,2,総務費,7,国土調査費,1,地籍調査費,3,職員手当等,3023000,2942287,0,0,0,80713,,H30決算書p40
2018,2,総務費,7,国土調査費,1,地籍調査費,4,共済費,1938000,1889254,0,0,0,48746,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,7,賃金,1800000,1800000,0,0,0,0,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,11,需用費,697000,669762,0,0,0,27238,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,12,役務費,55000,50198,0,0,0,4802,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,13,委託料,3231000,3226392,0,0,0,4608,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,14,使用料及び賃借料,880000,878688,0,0,0,1312,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,19,負担金補助及び交付金,30000,30000,0,0,0,0,,H30決算書p41
2018,2,総務費,7,国土調査費,1,地籍調査費,27,公課費,7000,6600,0,0,0,400,,H30決算書p41
2018,6,農林水産業費,1,農業費,1,農業委員会費,1,報酬,2146000,2146000,0,0,0,0,,H30決算書p58
2018,6,農林水産業費,1,農業費,1,農業委員会費,7,賃金,412000,409300,0,0,0,2700,,H30決算書p58
2018,6,農林水産業費,1,農業費,1,農業委員会費,9,旅費,8000,7800,0,0,0,200,,H30決算書p58
2018,6,農林水産業費,1,農業費,1,農業委員会費,11,需用費,71000,66153,0,0,0,4847,,H30決算書p58
2018,6,農林水産業費,1,農業費,1,農業委員会費,12,役務費,11000,10649,0,0,0,351,,H30決算書p58
2018,6,農林水産業費,1,農業費,1,農業委員会費,19,負担金補助及び交付金,115000,112740,0,0,0,2260,,H30決算書p58
2018,6,農林水産業費,1,農業費,2,農業総務費,2,給料,14460000,14459100,0,0,0,900,,H30決算書p59
2018,6,農林水産業費,1,農業費,2,農業総務費,3,職員手当等,7066000,7042634,0,0,0,23366,,H30決算書p59
2018,6,農林水産業費,1,農業費,2,農業総務費,4,共済費,4534000,4529443,0,0,0,4557,,H30決算書p59
2018,6,農林水産業費,1,農業費,2,農業総務費,11,需用費,152000,150603,0,0,0,1397,,H30決算書p59
2018,6,農林水産業費,1,農業費,2,農業総務費,12,役務費,23000,22090,0,0,0,910,,H30決算書p59
2018,6,農林水産業費,1,農業費,2,農業総務費,18,備品購入費,1296000,1267000,0,0,0,29000,,H30決算書p59
2018,6,農林水産業費,1,農業費,2,農業総務費,19,負担金補助及び交付金,56000,55530,0,0,0,470,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,7,賃金,1153000,1150100,0,0,0,2900,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,8,報償費,3495000,3494500,0,0,0,500,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,11,需用費,1282000,1279227,0,0,0,2773,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,12,役務費,14000,13605,0,0,0,395,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,13,委託料,16080000,80000,0,16000000,0,0,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,14,使用料及び賃借料,476000,473088,0,0,0,2912,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,15,工事請負費,115000000,0,0,115000000,0,0,,H30決算書p59
2018,6,農林水産業費,1,農業費,3,農業振興費,18,備品購入費,3078000,3040000,0,0,0,38000,,H30決算書p60
2018,6,農林水産業費,1,農業費,3,農業振興費,19,負担金補助及び交付金,8628000,8603040,0,0,0,24960,,H30決算書p60
2018,6,農林水産業費,1,農業費,4,畜産業費,11,需用費,186000,185043,0,0,0,957,,H30決算書p61
2018,6,農林水産業費,1,農業費,4,畜産業費,13,委託料,960000,960000,0,0,0,0,,H30決算書p61
2018,6,農林水産業費,1,農業費,5,畜産振興費,15,工事請負費,661000,660960,0,0,0,40,,H30決算書p61
2018,6,農林水産業費,1,農業費,6,農地費,7,賃金,318000,0,0,0,0,318000,,H30決算書p61
2018,6,農林水産業費,1,農業費,6,農地費,13,委託料,810000,810000,0,0,0,0,,H30決算書p61
2018,6,農林水産業費,1,農業費,6,農地費,14,使用料及び賃借料,200000,187068,0,0,0,12932,,H30決算書p62
2018,6,農林水産業費,1,農業費,6,農地費,15,工事請負費,13450000,12542364,0,0,0,907636,,H30決算書p62
2018,6,農林水産業費,1,農業費,6,農地費,16,原材料費,80000,74484,0,0,0,5516,,H30決算書p62
2018,6,農林水産業費,1,農業費,6,農地費,19,負担金補助及び交付金,56000,55200,0,0,0,800,,H30決算書p62
2018,6,農林水産業費,1,農業費,7,農業振興地域整備促進事業費,7,賃金,48000,47300,0,0,0,700,,H30決算書p62
2018,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,7,賃金,800000,800000,0,0,0,0,,H30決算書p62
2018,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,11,需用費,29000,27417,0,0,0,1583,,H30決算書p62
2018,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,12,役務費,20000,19040,0,0,0,960,,H30決算書p62
2018,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,14,使用料及び賃借料,78000,77112,0,0,0,888,,H30決算書p62
2018,6,農林水産業費,1,農業費,21,日本型直接支払事業,7,賃金,366000,358400,0,0,0,7600,,H30決算書p62
2018,6,農林水産業費,1,農業費,21,日本型直接支払事業,11,需用費,93000,92161,0,0,0,839,,H30決算書p62
2018,6,農林水産業費,1,農業費,21,日本型直接支払事業,12,役務費,8000,8000,0,0,0,0,,H30決算書p62
2018,6,農林水産業費,1,農業費,21,日本型直接支払事業,19,負担金補助及び交付金,5151000,5149961,0,0,0,1039,,H30決算書p62
2018,6,農林水産業費,2,林業費,1,林業総務費,1,報酬,12000,11700,0,0,0,300,,H30決算書p63
2018,6,農林水産業費,2,林業費,1,林業総務費,2,給料,3736000,3694300,0,0,0,41700,,H30決算書p63
2018,6,農林水産業費,2,林業費,1,林業総務費,3,職員手当等,2456000,2278221,0,0,0,177779,,H30決算書p63
2018,6,農林水産業費,2,林業費,1,林業総務費,4,共済費,1472000,1273297,0,0,0,198703,,H30決算書p63
2018,6,農林水産業費,2,林業費,1,林業総務費,19,負担金補助及び交付金,553000,551771,0,0,0,1229,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,7,賃金,26000,25800,0,0,0,200,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,8,報償費,4295000,4291350,0,0,0,3650,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,11,需用費,568000,555656,0,0,0,12344,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,12,役務費,162000,158205,0,0,0,3795,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,13,委託料,3466000,3444571,0,0,0,21429,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,18,備品購入費,923000,843480,0,0,0,79520,,H30決算書p63
2018,6,農林水産業費,2,林業費,2,林業振興費,19,負担金補助及び交付金,357000,356100,0,0,0,900,,H30決算書p64
2018,6,農林水産業費,2,林業費,3,林道費,11,需用費,81000,79680,0,0,0,1320,,H30決算書p64
2018,6,農林水産業費,2,林業費,3,林道費,12,役務費,34000,29588,0,0,0,4412,,H30決算書p64
2018,6,農林水産業費,2,林業費,3,林道費,13,委託料,8631000,8578440,0,0,0,52560,,H30決算書p64
2018,6,農林水産業費,2,林業費,3,林道費,15,工事請負費,80051000,72221449,0,6000000,0,1829551,,H30決算書p64
2018,6,農林水産業費,2,林業費,4,造林費,15,工事請負費,25613000,25391880,0,0,0,221120,,H30決算書p65
2018,7,商工費,1,商工費,1,商工総務費,2,給料,3178000,3177600,0,0,0,400,,H30決算書p65
2018,7,商工費,1,商工費,1,商工総務費,3,職員手当等,1649000,1639342,0,0,0,9658,,H30決算書p65
2018,7,商工費,1,商工費,1,商工総務費,4,共済費,1043000,1025619,0,0,0,17381,,H30決算書p65
2018,7,商工費,1,商工費,1,商工総務費,19,負担金補助及び交付金,380000,379800,0,0,0,200,,H30決算書p65
2018,7,商工費,1,商工費,2,商工振興費,11,需用費,130000,113086,0,0,0,16914,,H30決算書p66
2018,7,商工費,1,商工費,2,商工振興費,12,役務費,12000,11298,0,0,0,702,,H30決算書p66
2018,7,商工費,1,商工費,2,商工振興費,14,使用料及び賃借料,212000,211824,0,0,0,176,,H30決算書p66
2018,7,商工費,1,商工費,2,商工振興費,19,負担金補助及び交付金,8771200,8767026,0,0,0,4174,,H30決算書p66
2018,7,商工費,1,商工費,2,商工振興費,22,補償補填及び賠償金,40000,36539,0,0,0,3461,,H30決算書p66
2018,7,商工費,1,商工費,3,観光費,7,賃金,278000,267950,0,0,0,10050,,H30決算書p66
2018,7,商工費,1,商工費,3,観光費,8,報償費,500000,500000,0,0,0,0,,H30決算書p66
2018,7,商工費,1,商工費,3,観光費,9,旅費,147000,145890,0,0,0,1110,,H30決算書p66
2018,7,商工費,1,商工費,3,観光費,11,需用費,10567000,10182626,0,0,0,384374,,H30決算書p66
2018,7,商工費,1,商工費,3,観光費,12,役務費,1267000,1248389,0,0,0,18611,,H30決算書p66
2018,7,商工費,1,商工費,3,観光費,13,委託料,14545000,14182428,0,0,0,362572,,H30決算書p67
2018,7,商工費,1,商工費,3,観光費,14,使用料及び賃借料,1431000,1375607,0,0,0,55393,,H30決算書p67
2018,7,商工費,1,商工費,3,観光費,15,工事請負費,355820800,351743148,0,0,0,4077652,,H30決算書p67
2018,7,商工費,1,商工費,3,観光費,16,原材料費,400000,397980,0,0,0,2020,,H30決算書p67
2018,7,商工費,1,商工費,3,観光費,18,備品購入費,63978000,59957911,0,0,0,4020089,,H30決算書p67
2018,7,商工費,1,商工費,3,観光費,19,負担金補助及び交付金,3108000,3104005,0,0,0,3995,,H30決算書p67
2018,7,商工費,1,商工費,4,地域おこし協力隊事業,7,賃金,6200000,6200000,0,0,0,0,,H30決算書p69
2018,7,商工費,1,商工費,4,地域おこし協力隊事業,9,旅費,332000,315678,0,0,0,16322,,H30決算書p69
2018,7,商工費,1,商工費,4,地域おこし協力隊事業,11,需用費,684000,676398,0,0,0,7602,,H30決算書p69
2018,7,商工費,1,商工費,4,地域おこし協力隊事業,12,役務費,62000,59724,0,0,0,2276,,H30決算書p69
2018,7,商工費,1,商工費,4,地域おこし協力隊事業,14,使用料及び賃借料,1652000,1637028,0,0,0,14972,,H30決算書p69
2018,7,商工費,1,商工費,4,地域おこし協力隊事業,19,負担金補助及び交付金,9000,8500,0,0,0,500,,H30決算書p69
2018,13,諸支出金,1,基金費,1,財政調整基金費,25,積立金,1544000,1321136,0,0,0,222864,,H30決算書p94
2018,13,諸支出金,1,基金費,2,減債基金費,25,積立金,1500000,1499503,0,0,0,497,,H30決算書p94
2018,13,諸支出金,1,基金費,3,公共施設等整備基金費,25,積立金,2309000,2308969,0,0,0,31,,H30決算書p94
2018,13,諸支出金,1,基金費,4,文教施設整備基金費,25,積立金,42000,41867,0,0,0,133,,H30決算書p94
2018,13,諸支出金,1,基金費,5,ふるさとづくり基金費,25,積立金,6024000,5273296,0,0,0,750704,,H30決算書p94
2018,13,諸支出金,1,基金費,6,高齢者福祉基金費,25,積立金,55000,54393,0,0,0,607,,H30決算書p94
2018,13,諸支出金,1,基金費,13,奨学資金貸付基金,25,積立金,190000,190000,0,0,0,0,,H30決算書p94
2019,2,総務費,1,総務管理費,1,一般管理費,1,報酬,547000,523800,0,0,0,23200,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,2,給料,45757000,45656400,0,0,0,100600,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,3,職員手当等,52022000,50437757,0,0,0,1584243,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,4,共済費,21966000,19663315,0,0,0,2302685,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,7,賃金,1102000,1034100,0,0,0,67900,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,8,報償費,90000,76600,0,0,0,13400,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,9,旅費,118000,113410,0,0,0,4590,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,10,交際費,330000,322069,0,0,0,7931,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,11,需用費,7207000,6718408,0,0,0,488592,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,12,役務費,707000,671208,0,0,0,35792,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,13,委託料,2058000,1974048,0,0,0,83952,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,14,使用料及び賃借料,4209000,3606974,0,0,0,602026,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,18,備品購入費,1042000,869000,0,0,0,173000,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,19,負担金補助及び交付金,2351000,2086329,0,0,0,264671,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,26,寄付金,500000,500000,0,0,0,0,,R1決算書p28
2019,2,総務費,1,総務管理費,1,一般管理費,27,公課費,87000,84950,0,0,0,2050,,R1決算書p28
2019,2,総務費,1,総務管理費,2,文書広報費,1,報酬,231000,230500,0,0,0,500,,R1決算書p30
2019,2,総務費,1,総務管理費,2,文書広報費,7,賃金,225000,225000,0,0,0,0,,R1決算書p30
2019,2,総務費,1,総務管理費,2,文書広報費,11,需用費,2490000,2466553,0,0,0,23447,,R1決算書p30
2019,2,総務費,1,総務管理費,2,文書広報費,12,役務費,1742000,1740457,0,0,0,1543,,R1決算書p30
2019,2,総務費,1,総務管理費,2,文書広報費,13,委託料,1287000,1286200,0,0,0,800,,R1決算書p30
2019,2,総務費,1,総務管理費,2,文書広報費,14,使用料及び賃借料,26000,25500,0,0,0,500,,R1決算書p31
2019,2,総務費,1,総務管理費,2,文書広報費,15,工事請負費,783000,783000,0,0,0,0,,R1決算書p31
2019,2,総務費,1,総務管理費,3,財政管理費,11,需用費,54000,25172,0,0,0,28828,,R1決算書p31
2019,2,総務費,1,総務管理費,3,財政管理費,13,委託料,9053000,9042000,0,0,0,11000,,R1決算書p31
2019,2,総務費,1,総務管理費,5,財産管理費,11,需用費,7054000,5886202,0,0,0,1167798,,R1決算書p31
2019,2,総務費,1,総務管理費,5,財産管理費,12,役務費,1428000,1235129,0,0,0,192871,,R1決算書p31
2019,2,総務費,1,総務管理費,5,財産管理費,13,委託料,2148000,1745690,0,0,0,402310,,R1決算書p31
2019,2,総務費,1,総務管理費,5,財産管理費,14,使用料及び賃借料,435000,434781,0,0,0,219,,R1決算書p32
2019,2,総務費,1,総務管理費,5,財産管理費,15,工事請負費,39570000,5311066,0,34100000,0,158934,,R1決算書p32
2019,2,総務費,1,総務管理費,5,財産管理費,18,備品購入費,32000,32000,0,0,0,0,,R1決算書p32
2019,2,総務費,1,総務管理費,6,企画費,1,報酬,281000,149200,0,0,0,131800,,R1決算書p32
2019,2,総務費,1,総務管理費,6,企画費,4,共済費,1731000,1710340,0,0,0,20660,,R1決算書p32
2019,2,総務費,1,総務管理費,6,企画費,7,賃金,5343000,4916000,0,0,0,427000,,R1決算書p32
2019,2,総務費,1,総務管理費,6,企画費,8,報償費,650000,600000,0,0,0,50000,,R1決算書p32
2019,2,総務費,1,総務管理費,6,企画費,9,旅費,1819000,871360,0,0,0,947640,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,11,需用費,8133000,6306709,0,0,0,1826291,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,12,役務費,760000,419026,0,0,0,340974,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,13,委託料,22196000,19396660,0,0,0,2799340,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,14,使用料及び賃借料,2745000,2119516,0,0,0,625484,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,18,備品購入費,4856000,4762103,0,0,0,93897,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,19,負担金補助及び交付金,31900000,30567470,0,0,0,1332530,,R1決算書p33
2019,2,総務費,1,総務管理費,6,企画費,27,公課費,7000,6600,0,0,0,400,,R1決算書p33
2019,2,総務費,1,総務管理費,8,交通安全対策費,11,需用費,337000,333697,0,0,0,3303,,R1決算書p35
