fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,initial_budget,supplementary,carryover_in,reserve_or_transfer,budget_total,expended,carryover_out,carryover_out_continuing,carryover_out_explicit,carryover_out_accident,unused,source
2022,6,農林水産業費,1,農業費,1,農業委員会費,3204000,-172000,0,0,3032000,2982484,,0,0,0,49516,R4決算書p62
2022,6,農林水産業費,1,農業費,2,農業総務費,17725000,1828000,0,0,19553000,19021938,,0,0,0,531062,R4決算書p63
2022,6,農林水産業費,1,農業費,3,農業振興費,42656000,-6461000,902000,0,37097000,36015367,,0,0,0,1081633,R4決算書p63
2022,6,農林水産業費,1,農業費,4,畜産業費,1496000,-260000,0,0,1236000,1219296,,0,0,0,16704,R4決算書p66
2022,6,農林水産業費,1,農業費,5,畜産振興費,321000,1000,2970000,0,3292000,3285590,,0,0,0,6410,R4決算書p66
2022,6,農林水産業費,1,農業費,6,農地費,2191000,517000,0,0,2708000,2664856,,0,0,0,43144,R4決算書p66
2022,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,1880000,-152000,0,0,1728000,1699713,,0,0,0,28287,R4決算書p66
2022,6,農林水産業費,1,農業費,21,日本型直接支払事業,5369000,-253000,0,0,5116000,4605853,,0,0,0,510147,R4決算書p67
2022,6,農林水産業費,2,林業費,1,林業総務費,11352000,-65000,1210000,540000,13037000,12970411,,0,0,0,66589,R4決算書p67
2022,6,農林水産業費,2,林業費,2,林業振興費,15493000,2671000,0,0,18164000,15543170,,0,2046000,0,574830,R4決算書p68
2022,6,農林水産業費,2,林業費,3,林道費,76319000,4774000,19767000,0,100860000,94203140,,0,3267000,0,3389860,R4決算書p69
2022,6,農林水産業費,2,林業費,4,造林費,9164000,1700000,0,-540000,10324000,9571405,,0,0,0,752595,R4決算書p70
2022,6,農林水産業費,2,林業費,10,森林環境譲与税活用費,5065000,4678000,3410000,0,13153000,4461840,,0,8690000,0,1160,R4決算書p70
2022,7,商工費,1,商工費,1,商工総務費,10468000,-1712000,0,0,8756000,8603176,,0,0,0,152824,R4決算書p70
2022,7,商工費,1,商工費,2,商工振興費,17646000,13413000,0,0,31059000,31012807,,0,0,0,46193,R4決算書p71
2022,7,商工費,1,商工費,3,観光費,56044000,18005000,7094000,0,81143000,71886575,,0,2585000,0,6671425,R4決算書p71
2022,7,商工費,1,商工費,4,地域おこし協力隊事業,12501000,-8103000,0,0,4398000,4394164,,0,0,0,3836,R4決算書p74
2022,7,商工費,1,商工費,5,集落支援事業,0,921000,0,0,921000,918588,,0,0,0,2412,R4決算書p74
2022,8,土木費,1,土木管理費,1,土木総務費,872000,3436000,0,0,4308000,3455800,,0,0,0,852200,R4決算書p75
2022,8,土木費,2,道路橋梁費,1,道路維持費,13140000,940000,7454000,0,21534000,17901854,,0,0,0,3632146,R4決算書p75
2022,8,土木費,2,道路橋梁費,2,道路新設改良費,70639000,2664000,57973000,0,131276000,128881769,,0,0,0,2394231,R4決算書p76
2022,8,土木費,2,道路橋梁費,3,道路台帳整備費,2718000,0,0,0,2718000,2695000,,0,0,0,23000,R4決算書p77
2022,8,土木費,2,道路橋梁費,4,橋梁維持費,51670000,-1221000,74900000,0,125349000,59236400,,0,45058860,0,21053740,R4決算書p77
2022,8,土木費,3,河川費,1,河川維持費,9777000,1883000,0,0,11660000,10961500,,0,0,0,698500,R4決算書p77
2022,8,土木費,4,住宅費,1,住宅管理費,13683000,3838000,0,0,17521000,17499386,,0,0,0,21614,R4決算書p77
2022,9,消防費,1,消防費,1,常備消防費,40576000,0,0,0,40576000,40576000,,0,0,0,0,R4決算書p78
2022,9,消防費,1,消防費,2,非常備消防費,21468000,-5688000,600000,0,16380000,15842079,,0,0,0,537921,R4決算書p78
2022,9,消防費,1,消防費,3,消防施設費,10948000,-1961000,0,0,8987000,8972249,,0,0,0,14751,R4決算書p80
2022,9,消防費,1,消防費,6,災害防止費,1971000,5266000,0,325000,7562000,7301050,,0,0,0,260950,R4決算書p81
2022,9,消防費,1,消防費,7,山岳遭難救助費,1978000,-1774000,0,0,204000,203900,,0,0,0,100,R4決算書p81
2022,10,教育費,1,教育総務費,1,教育委員会費,1108000,-196000,0,0,912000,800900,,0,0,0,111100,R4決算書p81
2022,10,教育費,1,教育総務費,2,事務局費,26662000,-4967000,0,0,21695000,20997501,,0,0,0,697499,R4決算書p82
2022,10,教育費,1,教育総務費,4,文化財保存費,6321000,10458000,849000,0,17628000,16357412,,0,0,0,1270588,R4決算書p83
2022,10,教育費,1,教育総務費,6,文化施設費,14895000,1524000,15090000,0,31509000,31157903,,0,0,0,351097,R4決算書p84
2022,10,教育費,2,小学校費,1,学校管理費,33790000,1662000,0,0,35452000,31862975,,0,605000,0,2984025,R4決算書p86
2022,10,教育費,2,小学校費,2,教育振興費,5185000,-626000,0,0,4559000,4095685,,0,0,0,463315,R4決算書p88
2022,10,教育費,3,中学校費,1,学校管理費,45715000,1122000,0,0,46837000,45055151,,0,0,0,1781849,R4決算書p89
2022,10,教育費,3,中学校費,2,教育振興費,2347000,-375000,0,0,1972000,1786263,,0,0,0,185737,R4決算書p91
2022,10,教育費,4,社会教育費,1,社会教育総務費,7344000,-3242000,0,0,4102000,3811842,,0,0,0,290158,R4決算書p92
2022,10,教育費,4,社会教育費,2,公民館費,22247000,22779000,0,0,45026000,38479143,,0,4444000,0,2102857,R4決算書p92
2022,10,教育費,5,保健体育費,1,保健体育総務費,1844000,-492000,0,0,1352000,609487,,0,0,0,742513,R4決算書p94
2022,10,教育費,5,保健体育費,2,学校給食運営費,11433000,720000,0,0,12153000,11534782,,0,0,0,618218,R4決算書p95
2022,10,教育費,5,保健体育費,4,体育施設管理費,5238000,-75000,0,0,5163000,5083663,,0,0,0,79337,R4決算書p96
2022,11,災害復旧費,1,農林水産業施設災害復旧費,1,農地農業用施設災害復旧費,0,1594000,23399000,0,24993000,22484000,,0,0,0,2509000,R4決算書p96
2022,11,災害復旧費,1,農林水産業施設災害復旧費,2,林道施設災害復旧費,63157000,215416000,134179000,0,412752000,60703000,,0,249262000,98874600,3912400,R4決算書p97
2022,11,災害復旧費,2,公共土木施設災害復旧費,1,道路橋梁災害復旧費,0,5556000,7352000,0,12908000,12773000,,0,0,0,135000,R4決算書p97
2022,11,災害復旧費,2,公共土木施設災害復旧費,3,河川災害復旧費,0,0,5000000,0,5000000,4235000,,0,0,0,765000,R4決算書p97
2022,12,公債費,1,公債費,1,元金,195978000,0,0,0,195978000,193717870,,0,0,0,2260130,R4決算書p97
2022,12,公債費,1,公債費,2,利子,11663000,-4762000,0,0,6901000,2726683,,0,0,0,4174317,R4決算書p97
2022,13,諸支出金,1,基金費,1,財政調整基金費,850000,-507000,0,0,343000,342499,,0,0,0,501,R4決算書p98
2022,13,諸支出金,1,基金費,2,減債基金費,1198000,-742000,0,0,456000,455634,,0,0,0,366,R4決算書p98
2022,13,諸支出金,1,基金費,3,公共施設等整備基金費,1433000,60000000,0,0,61433000,60531148,,0,0,0,901852,R4決算書p98
2022,13,諸支出金,1,基金費,4,文教施設整備基金費,40000,25000000,0,0,25040000,25019797,,0,0,0,20203,R4決算書p98
2022,13,諸支出金,1,基金費,5,ふるさとづくり基金費,3270000,98800000,0,0,102070000,101828396,,0,0,0,241604,R4決算書p98
2022,13,諸支出金,1,基金費,6,高齢者福祉基金費,51000,0,0,0,51000,16002,,0,0,0,34998,R4決算書p98
2022,13,諸支出金,1,基金費,14,森林環境譲与税基金,10135000,-5253000,0,0,4882000,4881946,,0,0,0,54,R4決算書p98
2022,14,予備費,1,予備費,1,予備費,10000000,0,0,-325000,9675000,0,,0,0,0,9675000,R4決算書p98
2023,1,議会費,1,議会費,1,議会費,28059000,-1091000,,,26968000,26660825,,,,,307175,R5決算書p18
2023,2,総務費,1,総務管理費,1,一般管理費,154191000,-20278000,,250000,134163000,133294464,,,,,868536,R5決算書p18
2023,2,総務費,1,総務管理費,2,文書広報費,32863000,-5186000,,,27677000,27506298,,,,,170702,R5決算書p20
2023,2,総務費,1,総務管理費,3,財政管理費,6980000,-58000,,,6922000,6921200,,,,,800,R5決算書p21
2023,2,総務費,1,総務管理費,5,財産管理費,13047000,361000,,,13408000,12559698,,,,,848302,R5決算書p21
2023,2,総務費,1,総務管理費,6,企画費,68102000,42802000,,,110904000,45865975,,,65000000,,38025,R5決算書p22
2023,2,総務費,1,総務管理費,8,交通安全対策費,4145000,8496000,,,12641000,12322610,,,,,318390,R5決算書p23
2023,2,総務費,1,総務管理費,9,電子計算費,31195000,-1156000,,,30039000,30031201,,,,,7799,R5決算書p24
2023,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,25245000,-2685000,,,22560000,22411719,,,,,148281,R5決算書p24
2023,2,総務費,2,徴税費,1,税務総務費,34285000,-378000,,,33907000,33090902,,,,,816098,R5決算書p25
2023,2,総務費,2,徴税費,2,賦課徴収費,5475000,-1498000,,,3977000,3917756,,,,,59244,R5決算書p26
2023,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,20807000,3365000,,,24172000,16215272,,,7951900,,4828,R5決算書p26
2023,2,総務費,4,選挙費,1,選挙管理委員会費,256000,-109000,,,147000,145540,,,,,1460,R5決算書p27
2023,2,総務費,4,選挙費,6,長野県議会議員選挙費,2280000,-143000,,-35600,2101400,2021587,,,,,79813,R5決算書p27
2023,2,総務費,4,選挙費,7,村議会議員選挙費,3850000,-1792000,,35600,2093600,2091412,,,,,2188,R5決算書p27
2023,2,総務費,5,統計調査費,2,指定統計調査費,187000,-62000,,,125000,103189,,,,,21811,R5決算書p27
2023,2,総務費,6,監査委員費,1,監査委員費,656000,-15000,,,641000,634470,,,,,6530,R5決算書p27
2023,2,総務費,7,国土調査費,1,地籍調査費,19048000,-196000,,,18852000,18421691,,,,,430309,R5決算書p28
2023,3,民生費,1,社会福祉費,1,社会福祉総務費,78935000,25591000,,,104526000,96819547,,,,,7706453,R5決算書p29
2023,3,民生費,1,社会福祉費,2,老人福祉費,66592000,-4970000,,,61622000,59442227,,,,,2179773,R5決算書p31
2023,3,民生費,1,社会福祉費,3,国民年金事務費,5423000,82000,,,5505000,5500218,,,,,4782,R5決算書p32
2023,3,民生費,1,社会福祉費,4,障害者福祉費,71734000,-6758000,,,64976000,62405587,,,,,2570413,R5決算書p32
2023,3,民生費,1,社会福祉費,7,定住対策費,13880000,-9287000,,,4593000,4593000,,,,,0,R5決算書p32
2023,3,民生費,1,社会福祉費,10,老人福祉施設管理運営費,36872000,7000,,,36879000,29754917,,,,,7124083,R5決算書p32
2023,3,民生費,1,社会福祉費,13,在宅介護支援センター運営費,1780000,-667000,,,1113000,955942,,,,,157058,R5決算書p33
2023,3,民生費,1,社会福祉費,14,授産施設一般管理費,16327000,-75000,,,16252000,16179149,,,,,72851,R5決算書p33
2023,3,民生費,1,社会福祉費,15,授産施設業務費,5501000,-104000,,,5397000,5393585,,,,,3415,R5決算書p34
2023,3,民生費,2,児童福祉費,2,児童措置費,12533000,7177000,,,19710000,18515131,,,,,1194869,R5決算書p35
2023,3,民生費,2,児童福祉費,5,保育所費,39165000,-6834000,,,32331000,31755727,,,,,575273,R5決算書p35
2023,3,民生費,2,児童福祉費,7,児童クラブ運営費,3284000,676000,,,3960000,3923112,,,,,36888,R5決算書p36
2023,3,民生費,2,児童福祉費,8,通学合宿事業費,555000,-555000,,,0,0,,,,,0,R5決算書p37
2023,4,衛生費,1,保健衛生費,1,保健衛生総務費,103117000,57210000,,,160327000,159457964,,,,,869036,R5決算書p37
2023,4,衛生費,1,保健衛生費,2,予防費,11163000,-3129000,,,8034000,7532212,,,,,501788,R5決算書p38
2023,4,衛生費,1,保健衛生費,3,環境衛生費,10814000,-451000,,,10363000,10259266,,,,,103734,R5決算書p40
2023,4,衛生費,1,保健衛生費,4,新型コロナウイルス感染症対策費,3181000,288000,,,3469000,3294052,,,,,174948,R5決算書p41
2023,4,衛生費,2,清掃費,1,し尿処理費,14930000,-1060000,,,13870000,13869820,,,,,180,R5決算書p41
2023,4,衛生費,2,清掃費,2,塵芥処理費,33451000,-103000,,,33348000,32870202,,,,,477798,R5決算書p41
2023,6,農林水産業費,1,農業費,1,農業委員会費,3179000,50000,,,3229000,3126791,,,,,102209,R5決算書p42
2023,6,農林水産業費,1,農業費,2,農業総務費,20366000,597000,,,20963000,20945991,,,,,17009,R5決算書p42
2023,6,農林水産業費,1,農業費,3,農業振興費,37827000,-2567000,,,35260000,33707744,,,,,1552256,R5決算書p43
2023,6,農林水産業費,1,農業費,4,畜産業費,1484000,-234000,,,1250000,1249266,,,,,734,R5決算書p44
2023,6,農林水産業費,1,農業費,5,畜産振興費,952000,-397000,,,555000,551800,,,,,3200,R5決算書p44
2023,6,農林水産業費,1,農業費,6,農地費,2319000,3234000,,,5553000,5535725,,,,,17275,R5決算書p45
2023,6,農林水産業費,1,農業費,7,農業振興地域整備促進事業費,168000,-168000,,,0,0,,,,,0,R5決算書p45
2023,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,4842000,-4816000,,,26000,25840,,,,,160,R5決算書p45
2023,6,農林水産業費,1,農業費,21,日本型直接支払事業,4810000,-111000,,,4699000,4557374,,,,,141626,R5決算書p45
2023,6,農林水産業費,1,農業費,22,集落支援事業,4916000,-299000,,,4617000,4613695,,,,,3305,R5決算書p45
2023,6,農林水産業費,2,林業費,1,林業総務費,11754000,-2069000,,,9685000,9680665,,,,,4335,R5決算書p46
2023,6,農林水産業費,2,林業費,2,林業振興費,17198000,-5132000,2046000,,14112000,13887656,,,,,224344,R5決算書p46
2023,6,農林水産業費,2,林業費,3,林道費,58101000,45014000,3267000,,106382000,73378412,,,32989000,,14588,R5決算書p47
2023,6,農林水産業費,2,林業費,4,造林費,6000000,-1105000,,,4895000,4894859,,,,,141,R5決算書p47
2023,6,農林水産業費,2,林業費,6,森林整備センター受託事業費,990000,-220000,,,770000,770000,,,,,0,R5決算書p47
2023,6,農林水産業費,2,林業費,10,森林環境譲与税活用費,15611000,-2323000,8690000,,21978000,8888000,,,13090000,,0,R5決算書p48
2023,6,農林水産業費,2,林業費,11,集落支援事業,0,5000,,,5000,4300,,,,,700,R5決算書p48
2023,7,商工費,1,商工費,1,商工総務費,14296000,-950000,,,13346000,13342552,,,,,3448,R5決算書p48
2023,7,商工費,1,商工費,2,商工振興費,18042000,7888000,,,25930000,24513022,,,,,1416978,R5決算書p48
2023,7,商工費,1,商工費,3,観光費,48298000,5030000,2585000,,55913000,55627888,,,,,285112,R5決算書p49
2023,7,商工費,1,商工費,4,地域おこし協力隊事業,8932000,-5334000,,,3598000,3498320,,,,,99680,R5決算書p50
2023,7,商工費,1,商工費,5,集落支援事業,2439000,-2000,,,2437000,2432253,,,,,4747,R5決算書p51
2023,8,土木費,1,土木管理費,1,土木総務費,1050000,-19000,,,1031000,1002100,,,,,28900,R5決算書p51
2023,8,土木費,2,道路橋梁費,1,道路維持費,17612000,4759000,,,22371000,22260700,,,,,110300,R5決算書p52
2023,8,土木費,2,道路橋梁費,2,道路新設改良費,178475000,-8400000,,,170075000,169958435,,,,,116565,R5決算書p52
2023,8,土木費,2,道路橋梁費,3,道路台帳整備費,2718000,0,,,2718000,2695000,,,,,23000,R5決算書p53
2023,8,土木費,2,道路橋梁費,4,橋梁維持費,19940000,16075000,45058860,,81073860,79640000,,,,,1433860,R5決算書p53
2023,8,土木費,3,河川費,1,河川維持費,10997000,7359000,,,18356000,18266600,,,,,89400,R5決算書p53
2023,8,土木費,4,住宅費,1,住宅管理費,10528000,-1346000,,,9182000,8804537,,,,,377463,R5決算書p53
2023,9,消防費,1,消防費,1,常備消防費,35859000,0,,,35859000,35859000,,,,,0,R5決算書p54
2023,9,消防費,1,消防費,2,非常備消防費,19885000,-4300000,,,15585000,14078319,,,,,1506681,R5決算書p54
2023,9,消防費,1,消防費,3,消防施設費,11247000,-3308000,,,7939000,7827611,,,,,111389,R5決算書p55
2023,9,消防費,1,消防費,4,水防費,50000,-38000,,,12000,11330,,,,,670,R5決算書p56
2023,9,消防費,1,消防費,6,災害防止費,1540000,-878000,,,662000,661525,,,,,475,R5決算書p56
2023,9,消防費,1,消防費,7,山岳遭難救助費,1981000,-1548000,,,433000,326180,,,,,106820,R5決算書p56
2023,10,教育費,1,教育総務費,1,教育委員会費,1030000,-182000,,,848000,826060,,,,,21940,R5決算書p56
2023,10,教育費,1,教育総務費,2,事務局費,172295000,8121000,,,180416000,30033042,,,150000000,,382958,R5決算書p57
2023,10,教育費,1,教育総務費,4,文化財保存費,5372000,1289000,,,6661000,6325102,,,,,335898,R5決算書p58
2023,10,教育費,1,教育総務費,6,文化施設費,13637000,1838000,,,15475000,14951419,,,,,523581,R5決算書p58
2023,10,教育費,2,小学校費,1,学校管理費,29548000,841000,605000,,30994000,29501958,,,,,1492042,R5決算書p59
2023,10,教育費,2,小学校費,2,教育振興費,6685000,237000,,,6922000,6687887,,,,,234113,R5決算書p61
2023,10,教育費,3,中学校費,1,学校管理費,35414000,3197000,,,38611000,36733039,,,,,1877961,R5決算書p62
2023,10,教育費,3,中学校費,2,教育振興費,3399000,-459000,,,2940000,2625945,,,,,314055,R5決算書p63
2023,10,教育費,4,社会教育費,1,社会教育総務費,4979000,-240000,,,4739000,4700294,,,,,38706,R5決算書p64
2023,10,教育費,4,社会教育費,2,公民館費,73095000,50821000,4444000,,128360000,123245793,,,,,5114207,R5決算書p64
2023,10,教育費,5,保健体育費,1,保健体育総務費,1556000,-1208000,,,348000,233689,,,,,114311,R5決算書p65
2023,10,教育費,5,保健体育費,2,学校給食運営費,12963000,243000,,,13206000,12424005,,,,,781995,R5決算書p65
2023,10,教育費,5,保健体育費,4,体育施設管理費,1775000,-402000,,,1373000,1361797,,,,,11203,R5決算書p66
2023,11,災害復旧費,1,農林水産業施設災害復旧費,1,農地農業用施設災害復旧費,0,9522000,,,9522000,5522000,,,4000000,,0,R5決算書p67
2023,11,災害復旧費,1,農林水産業施設災害復旧費,2,林道施設災害復旧費,0,21813000,348136600,,369949600,327121435,,,,41924000,904165,R5決算書p67
2023,12,公債費,1,公債費,1,元金,193644000,21000000,,2730000,217374000,217370369,,,,,3631,R5決算書p67
2023,12,公債費,1,公債費,2,利子,8708000,-830000,,-2730000,5148000,5045653,,,,,102347,R5決算書p67
2023,13,諸支出金,1,基金費,1,財政調整基金費,147000,-53000,,,94000,93179,,,,,821,R5決算書p67
2023,13,諸支出金,1,基金費,2,減債基金費,120000,30000000,,,30120000,30119946,,,,,54,R5決算書p68
2023,13,諸支出金,1,基金費,3,公共施設等整備基金費,161000,17000000,,,17161000,17160939,,,,,61,R5決算書p68
2023,13,諸支出金,1,基金費,4,文教施設整備基金費,5000,0,,,5000,4500,,,,,500,R5決算書p68
2023,13,諸支出金,1,基金費,5,ふるさとづくり基金費,2148000,100477000,,,102625000,102624044,,,,,956,R5決算書p68
2023,13,諸支出金,1,基金費,6,高齢者福祉基金費,4000,0,,,4000,3637,,,,,363,R5決算書p68
2023,13,諸支出金,1,基金費,14,森林環境譲与税基金,1000,1336000,,,1337000,1336974,,,,,26,R5決算書p68
2023,14,予備費,1,予備費,1,予備費,10000000,-6511000,,-250000,3239000,0,,,,,3239000,R5決算書p68
2024,1,議会費,1,議会費,1,議会費,28033000,202000,,,28235000,27692883,,,,,542117,R6決算書p18
2024,2,総務費,1,総務管理費,1,一般管理費,158919000,-12024000,,-550,146894450,144196274,,,,,2698176,R6決算書p18
2024,2,総務費,1,総務管理費,2,文書広報費,54116000,6000,,550,54122550,13189729,,,39600000,,1332821,R6決算書p20
2024,2,総務費,1,総務管理費,3,財政管理費,7134000,-58000,,,7076000,7075200,,,,,800,R6決算書p21
2024,2,総務費,1,総務管理費,5,財産管理費,17254000,-1215000,,,16039000,13302616,,,,,2736384,R6決算書p21
2024,2,総務費,1,総務管理費,6,企画費,51242000,24261000,65000000,,140503000,132563069,,,1845000,,6094931,R6決算書p22
2024,2,総務費,1,総務管理費,8,交通安全対策費,6491000,9570000,,,16061000,14732661,,,,,1328339,R6決算書p23
2024,2,総務費,1,総務管理費,9,電子計算費,45064000,-5713000,,,39351000,37534051,,,,,1816949,R6決算書p24
2024,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,18493000,-1353000,,,17140000,16734305,,,,,405695,R6決算書p25
2024,2,総務費,2,徴税費,1,税務総務費,24216000,6716000,,,30932000,30192031,,,,,739969,R6決算書p25
2024,2,総務費,2,徴税費,2,賦課徴収費,4960000,-2861000,,,2099000,2098419,,,,,581,R6決算書p26
2024,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,53031000,-10942000,7951900,,50040900,47871591,,,,,2169309,R6決算書p26
2024,2,総務費,4,選挙費,1,選挙管理委員会費,262000,-104000,,,158000,157900,,,,,100,R6決算書p27
2024,2,総務費,4,選挙費,4,村長選挙費,3089000,-2071000,,,1018000,1015725,,,,,2275,R6決算書p27
2024,2,総務費,4,選挙費,9,衆議院議員選挙費,0,3107000,,,3107000,3099343,,,,,7657,R6決算書p27
2024,2,総務費,5,統計調査費,2,指定統計調査費,798000,-277000,,,521000,518291,,,,,2709,R6決算書p27
2024,2,総務費,6,監査委員費,1,監査委員費,659000,-54000,,,605000,599940,,,,,5060,R6決算書p28
2024,2,総務費,7,国土調査費,1,地籍調査費,19626000,1229000,,,20855000,20517117,,,,,337883,R6決算書p28
2024,3,民生費,1,社会福祉費,1,社会福祉総務費,93880000,9512000,,,103392000,94020046,,,683000,,8688954,R6決算書p29
2024,3,民生費,1,社会福祉費,2,老人福祉費,62267000,-6434000,,,55833000,54621146,,,,,1211854,R6決算書p31
2024,3,民生費,1,社会福祉費,3,国民年金事務費,5868000,275000,,,6143000,6139509,,,,,3491,R6決算書p32
2024,3,民生費,1,社会福祉費,4,障害者福祉費,71779000,-9303000,,,62476000,58938987,,,,,3537013,R6決算書p32
2024,3,民生費,1,社会福祉費,7,定住対策費,13675000,-6952000,,,6723000,6722500,,,,,500,R6決算書p32
2024,3,民生費,1,社会福祉費,10,老人福祉施設管理運営費,40906000,1077000,,,41983000,40706029,,,,,1276971,R6決算書p33
2024,3,民生費,1,社会福祉費,13,在宅介護支援センター運営費,2176000,-732000,,,1444000,1288369,,,,,155631,R6決算書p33
2024,3,民生費,1,社会福祉費,14,授産施設一般管理費,16612000,1594000,,,18206000,18030264,,,,,175736,R6決算書p33
2024,3,民生費,1,社会福祉費,15,授産施設業務費,5660000,465000,,,6125000,6068358,,,,,56642,R6決算書p34
2024,3,民生費,2,児童福祉費,2,児童措置費,13849000,2559000,,,16408000,16135713,,,,,272287,R6決算書p35
2024,3,民生費,2,児童福祉費,5,保育所費,33436000,3596000,,,37032000,36245645,,,,,786355,R6決算書p35
2024,3,民生費,2,児童福祉費,7,児童クラブ運営費,3471000,-26000,,,3445000,3444044,,,,,956,R6決算書p37
2024,4,衛生費,1,保健衛生費,1,保健衛生総務費,137609000,1035000,,,138644000,137684357,,,506000,,453643,R6決算書p37
2024,4,衛生費,1,保健衛生費,2,予防費,10148000,-404000,,,9744000,9028913,,,,,715087,R6決算書p38
2024,4,衛生費,1,保健衛生費,3,環境衛生費,10799000,620000,,,11419000,11147983,,,,,271017,R6決算書p39
2024,4,衛生費,2,清掃費,1,し尿処理費,15815000,0,,,15815000,15371040,,,,,443960,R6決算書p40
2024,4,衛生費,2,清掃費,2,塵芥処理費,34510000,-809000,,,33701000,32456971,,,,,1244029,R6決算書p40
2024,6,農林水産業費,1,農業費,1,農業委員会費,3486000,-273000,,,3213000,3204122,,,,,8878,R6決算書p41
2024,6,農林水産業費,1,農業費,2,農業総務費,19164000,2818000,,,21982000,21951316,,,,,30684,R6決算書p41
2024,6,農林水産業費,1,農業費,3,農業振興費,27653000,6512000,,,34165000,33557349,,,,,607651,R6決算書p42
2024,6,農林水産業費,1,農業費,4,畜産業費,1539000,-240000,,,1299000,1276682,,,,,22318,R6決算書p44
2024,6,農林水産業費,1,農業費,5,畜産振興費,2365000,-2205000,,,160000,159123,,,,,877,R6決算書p44
2024,6,農林水産業費,1,農業費,6,農地費,42991000,-3920000,,,39071000,1745219,,,,,37325781,R6決算書p44
2024,6,農林水産業費,1,農業費,7,農業振興地域整備促進事業費,168000,-112000,,,56000,55900,,,,,100,R6決算書p44
2024,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,5546000,-5546000,,,0,0,,,,,0,R6決算書p44
2024,6,農林水産業費,1,農業費,21,日本型直接支払事業,4878000,-198000,,,4680000,4568440,,,,,111560,R6決算書p45
2024,6,農林水産業費,1,農業費,22,集落支援事業,4738000,123000,,,4861000,4779410,,,,,81590,R6決算書p45
2024,6,農林水産業費,2,林業費,1,林業総務費,11332000,-1626000,,,9706000,9603179,,,,,102821,R6決算書p45
2024,6,農林水産業費,2,林業費,2,林業振興費,22292000,-5699000,,,16593000,16201914,,,,,391086,R6決算書p46
2024,6,農林水産業費,2,林業費,3,林道費,62633000,11955000,32989000,,107577000,70165331,,,29876000,,7535669,R6決算書p46
2024,6,農林水産業費,2,林業費,4,造林費,6500000,-1500000,,,5000000,4611597,,,,,388403,R6決算書p47
2024,6,農林水産業費,2,林業費,6,森林整備センター受託事業費,1320000,-803000,,,517000,517000,,,,,0,R6決算書p47
2024,6,農林水産業費,2,林業費,10,森林環境譲与税活用費,20769000,-4965000,13090000,,28894000,17936000,,,10780000,,178000,R6決算書p47
2024,6,農林水産業費,2,林業費,11,集落支援事業,246000,-246000,,,0,0,,,,,0,R6決算書p47
2024,7,商工費,1,商工費,1,商工総務費,19836000,-7162000,,,12674000,12654564,,,,,19436,R6決算書p48
2024,7,商工費,1,商工費,2,商工振興費,21403000,5426000,,,26829000,26590314,,,,,238686,R6決算書p48
2024,7,商工費,1,商工費,3,観光費,95372000,-6430000,,312400,89254400,70419149,,,18462000,,373251,R6決算書p49
2024,7,商工費,1,商工費,4,地域おこし協力隊事業,5079000,-1711000,,,3368000,3362331,,,,,5669,R6決算書p50
2024,7,商工費,1,商工費,5,集落支援事業,3842000,-119000,,,3723000,3680444,,,,,42556,R6決算書p51
2024,8,土木費,1,土木管理費,1,土木総務費,1162000,-84000,,,1078000,855100,,,,,222900,R6決算書p51
2024,8,土木費,2,道路橋梁費,1,道路維持費,23515000,5152000,,,28667000,27471555,,,,,1195445,R6決算書p52
2024,8,土木費,2,道路橋梁費,2,道路新設改良費,167227000,12774000,,18000,180019000,172175051,,,7541000,,302949,R6決算書p52
2024,8,土木費,2,道路橋梁費,3,道路台帳整備費,2938000,0,,,2938000,2926000,,,,,12000,R6決算書p53
2024,8,土木費,2,道路橋梁費,4,橋梁維持費,93680000,10220000,,-18000,103882000,28893000,,,69931000,,5058000,R6決算書p53
2024,8,土木費,3,河川費,1,河川維持費,10997000,9599000,,,20596000,20559220,,,,,36780,R6決算書p53
2024,8,土木費,4,住宅費,1,住宅管理費,10234000,3331000,,,13565000,13399368,,,,,165632,R6決算書p53
2024,9,消防費,1,消防費,1,常備消防費,36860000,0,,,36860000,36860000,,,,,0,R6決算書p54
2024,9,消防費,1,消防費,2,非常備消防費,16539000,-5029000,,,11510000,11365041,,,,,144959,R6決算書p54
2024,9,消防費,1,消防費,3,消防施設費,12903000,-6867000,,,6036000,6013547,,,,,22453,R6決算書p55
2024,9,消防費,1,消防費,4,水防費,50000,-37000,,,13000,12100,,,,,900,R6決算書p56
2024,9,消防費,1,消防費,6,災害防止費,1054000,-493000,,,561000,560778,,,,,222,R6決算書p56
2024,9,消防費,1,消防費,7,山岳遭難救助費,1982000,-668000,,,1314000,339740,,,,,974260,R6決算書p56
2024,10,教育費,1,教育総務費,1,教育委員会費,1024000,202000,,,1226000,1153118,,,,,72882,R6決算書p56
2024,10,教育費,1,教育総務費,2,事務局費,31212000,2297000,150000000,,183509000,168391014,,,,,15117986,R6決算書p57
