fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,initial_budget,supplementary,carryover_in,reserve_or_transfer,budget_total,expended,carryover_out,carryover_out_continuing,carryover_out_explicit,carryover_out_accident,unused,source
2020,3,民生費,1,社会福祉費,2,老人福祉費,63728000,-3303000,0,0,60425000,57291558,,0,0,0,3133442,R2決算書p44
2020,3,民生費,1,社会福祉費,3,国民年金事務費,2741000,94000,0,20885,2855885,2844207,,0,0,0,11678,R2決算書p46
2020,3,民生費,1,社会福祉費,4,障害者福祉費,73274000,-10105000,0,0,63169000,62990502,,0,0,0,178498,R2決算書p46
2020,3,民生費,1,社会福祉費,7,定住対策費,10758000,-3969000,0,0,6789000,5417408,,0,0,0,1371592,R2決算書p47
2020,3,民生費,1,社会福祉費,10,老人福祉施設管理運営費,30108000,-176000,0,0,29932000,29743893,,0,0,0,188107,R2決算書p48
2020,3,民生費,1,社会福祉費,13,在宅介護支援センター運営費,2011000,-207000,0,0,1804000,1794388,,0,0,0,9612,R2決算書p48
2020,3,民生費,1,社会福祉費,14,授産施設一般管理費,18801000,-477000,0,-29012,18294988,17681744,,0,0,0,613244,R2決算書p49
2020,3,民生費,1,社会福祉費,15,授産施設業務費,6330000,-1873000,0,0,4457000,4453923,,0,0,0,3077,R2決算書p50
2020,3,民生費,2,児童福祉費,2,児童措置費,11878000,1575000,0,0,13453000,13445495,,0,0,0,7505,R2決算書p51
2020,3,民生費,2,児童福祉費,5,保育所費,52721000,-4897000,265797000,0,313621000,305970875,,0,0,0,7650125,R2決算書p51
2020,3,民生費,2,児童福祉費,7,児童クラブ運営費,2581000,48000,0,0,2629000,2623600,,0,0,0,5400,R2決算書p53
2020,3,民生費,2,児童福祉費,8,通学合宿事業費,483000,-410000,0,0,73000,65748,,0,0,0,7252,R2決算書p54
2020,4,衛生費,1,保健衛生費,1,保健衛生総務費,90338000,10840000,0,0,101178000,95067579,,0,0,0,6110421,R2決算書p54
2020,4,衛生費,1,保健衛生費,2,予防費,10761000,-3451000,0,0,7310000,7090427,,0,0,0,219573,R2決算書p55
2020,4,衛生費,1,保健衛生費,3,環境衛生費,10298000,20572000,0,0,30870000,29015518,,0,0,0,1854482,R2決算書p57
2020,4,衛生費,1,保健衛生費,4,新型コロナウイルス感染症対策費,0,1716000,0,0,1716000,1560239,,0,0,0,155761,R2決算書p58
2020,4,衛生費,2,清掃費,1,し尿処理費,14391000,688000,0,0,15079000,14480650,,0,0,0,598350,R2決算書p59
2020,4,衛生費,2,清掃費,2,塵芥処理費,26342000,3792000,0,0,30134000,29380935,,0,0,0,753065,R2決算書p59
2020,6,農林水産業費,1,農業費,1,農業委員会費,3111000,-180000,0,0,2931000,2904110,,0,0,0,26890,R2決算書p60
2020,6,農林水産業費,1,農業費,2,農業総務費,21290000,806000,0,0,22096000,21864462,,0,0,0,231538,R2決算書p60
2020,6,農林水産業費,1,農業費,3,農業振興費,27139000,-231000,0,0,26908000,26631792,,0,0,0,276208,R2決算書p61
2020,6,農林水産業費,1,農業費,4,畜産業費,1507000,-240000,0,0,1267000,1203648,,0,0,0,63352,R2決算書p63
2020,6,農林水産業費,1,農業費,5,畜産振興費,542000,-370000,0,0,172000,155685,,0,0,0,16315,R2決算書p63
2020,6,農林水産業費,1,農業費,6,農地費,16889000,-5926000,0,0,10963000,9176506,,0,1254000,0,532494,R2決算書p63
2020,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,7675000,-4190000,0,0,3485000,3435913,,0,0,0,49087,R2決算書p63
2020,6,農林水産業費,1,農業費,21,日本型直接支払事業,5448000,-648000,0,0,4800000,4664822,,0,0,0,135178,R2決算書p64
2020,6,農林水産業費,2,林業費,1,林業総務費,9258000,842000,0,0,10100000,9118251,,0,0,0,981749,R2決算書p64
2020,6,農林水産業費,2,林業費,2,林業振興費,11123000,-1311000,0,0,9812000,9701918,,0,0,0,110082,R2決算書p65
2020,6,農林水産業費,2,林業費,3,林道費,93101000,-8724000,7536000,0,91913000,74096945,,0,12040000,0,5776055,R2決算書p66
2020,6,農林水産業費,2,林業費,4,造林費,9124000,-3171000,0,0,5953000,5853906,,0,0,0,99094,R2決算書p67
2020,6,農林水産業費,2,林業費,6,森林総合研究所受託事業費,5000000,-444000,0,0,4556000,4555100,,0,0,0,900,R2決算書p67
2020,6,農林水産業費,2,林業費,10,森林環境譲与税活用費,2000000,2586000,0,0,4586000,1386000,,0,3190000,0,10000,R2決算書p67
2020,7,商工費,1,商工費,1,商工総務費,6670000,668000,0,0,7338000,7197488,,0,0,0,140512,R2決算書p67
2020,7,商工費,1,商工費,2,商工振興費,9493000,44261000,0,0,53754000,51212328,,0,0,0,2541672,R2決算書p68
2020,7,商工費,1,商工費,3,観光費,50016000,3645000,0,0,53661000,46766896,,0,5775000,0,1119104,R2決算書p68
2020,7,商工費,1,商工費,4,地域おこし協力隊事業,7803000,-3738000,0,0,4065000,3968069,,0,0,0,96931,R2決算書p70
2020,8,土木費,1,土木管理費,1,土木総務費,714000,-55000,0,0,659000,657300,,0,0,0,1700,R2決算書p71
2020,8,土木費,2,道路橋梁費,1,道路維持費,17605000,-2710000,0,325636,15220636,15219836,,0,0,0,800,R2決算書p72
2020,8,土木費,2,道路橋梁費,2,道路新設改良費,94204000,7889000,19095000,-325636,120862364,56907883,,0,61996000,0,1958481,R2決算書p72
2020,8,土木費,2,道路橋梁費,3,道路台帳整備費,1551000,660000,0,0,2211000,2200000,,0,0,0,11000,R2決算書p73
2020,8,土木費,2,道路橋梁費,4,橋梁維持費,138006000,-2876000,0,0,135130000,69575000,,0,60720000,0,4835000,R2決算書p73
2020,8,土木費,3,河川費,1,河川維持費,11320000,-3068000,2160000,0,10412000,10020807,,0,0,0,391193,R2決算書p73
2020,8,土木費,4,住宅費,1,住宅管理費,26686000,-2019000,0,0,24667000,23928824,,0,0,0,738176,R2決算書p74
2020,9,消防費,1,消防費,1,常備消防費,32678000,0,0,0,32678000,32678000,,0,0,0,0,R2決算書p75
2020,9,消防費,1,消防費,2,非常備消防費,18620000,-5476000,0,-531043,12612957,12370876,,0,0,0,242081,R2決算書p75
2020,9,消防費,1,消防費,3,消防施設費,7779000,1190000,0,0,8969000,8871583,,0,0,0,97417,R2決算書p76
2020,9,消防費,1,消防費,4,水防費,50000,-31000,0,0,19000,18970,,0,0,0,30,R2決算書p77
2020,9,消防費,1,消防費,6,災害防止費,810000,9895000,0,531043,11236043,11232202,,0,0,0,3841,R2決算書p77
2020,9,消防費,1,消防費,7,山岳遭難救助費,1985000,-1919000,0,0,66000,65600,,0,0,0,400,R2決算書p77
2020,10,教育費,1,教育総務費,1,教育委員会費,1117000,-191000,0,0,926000,921990,,0,0,0,4010,R2決算書p78
2020,10,教育費,1,教育総務費,2,事務局費,27043000,-892000,0,0,26151000,25898015,,0,0,0,252985,R2決算書p78
2020,10,教育費,1,教育総務費,4,文化財保存費,4947000,-1873000,0,0,3074000,3016898,,0,0,0,57102,R2決算書p79
2020,10,教育費,1,教育総務費,6,文化施設費,10828000,-1271000,0,0,9557000,9414799,,0,0,0,142201,R2決算書p80
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,0,312000,0,0,312000,310960,,0,0,0,1040,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,27881000,4064000,0,0,31945000,30432058,,0,0,0,1512942,R2決算書p82
2020,10,教育費,2,小学校費,2,教育振興費,5032000,-190000,0,0,4842000,4444318,,0,0,0,397682,R2決算書p84
2020,10,教育費,3,中学校費,1,学校管理費,15238000,2214000,0,0,17452000,16865598,,0,0,0,586402,R2決算書p85
2020,10,教育費,3,中学校費,2,教育振興費,2613000,-154000,0,0,2459000,2248506,,0,0,0,210494,R2決算書p87
2020,10,教育費,4,社会教育費,1,社会教育総務費,6742000,316000,0,0,7058000,6980814,,0,0,0,77186,R2決算書p88
2020,10,教育費,4,社会教育費,2,公民館費,11762000,-1132000,0,0,10630000,10178775,,0,0,0,451225,R2決算書p88
2020,10,教育費,5,保健体育費,1,保健体育総務費,653000,160000,0,0,813000,790504,,0,0,0,22496,R2決算書p90
2020,10,教育費,5,保健体育費,2,学校給食運営費,9870000,1818000,0,0,11688000,9336016,,0,1925000,0,426984,R2決算書p90
2020,10,教育費,5,保健体育費,4,体育施設管理費,457000,3707000,280060000,0,284224000,280631049,,0,0,0,3592951,R2決算書p91
2020,11,災害復旧費,1,農林水産業施設災害復旧費,1,農地農業用施設災害復旧費,0,13057000,0,0,13057000,12089000,,0,0,0,968000,R2決算書p92
2020,11,災害復旧費,1,農林水産業施設災害復旧費,2,林道施設災害復旧費,0,96309000,0,0,96309000,43737280,,0,52483000,0,88720,R2決算書p92
2020,11,災害復旧費,2,公共土木施設災害復旧費,1,道路橋梁災害復旧費,0,41544000,16468000,0,58012000,43344930,,0,0,0,14667070,R2決算書p92
2020,11,災害復旧費,2,公共土木施設災害復旧費,3,河川災害復旧費,0,29149000,0,0,29149000,14709450,,0,9395000,0,5044550,R2決算書p93
2020,12,公債費,1,公債費,1,元金,212174000,7918000,0,288453,220380453,219600485,,0,0,0,779968,R2決算書p93
2020,12,公債費,1,公債費,2,利子,20768000,-11087000,0,-288453,9392547,2820366,,0,0,0,6572181,R2決算書p93
2020,13,諸支出金,1,基金費,1,財政調整基金費,1318000,0,0,0,1318000,467906,,0,0,0,850094,R2決算書p94
2020,13,諸支出金,1,基金費,2,減債基金費,1508000,35004000,0,0,36512000,36511212,,0,0,0,788,R2決算書p94
2020,13,諸支出金,1,基金費,3,公共施設等整備基金費,2079000,6000,0,0,2085000,2084584,,0,0,0,416,R2決算書p94
2020,13,諸支出金,1,基金費,4,文教施設整備基金費,42000,34001000,0,0,34043000,34042045,,0,0,0,955,R2決算書p94
2020,13,諸支出金,1,基金費,5,ふるさとづくり基金費,4748000,99342000,0,0,104090000,104089467,,0,0,0,533,R2決算書p94
2020,13,諸支出金,1,基金費,6,高齢者福祉基金費,55000,0,0,0,55000,54624,,0,0,0,376,R2決算書p94
2020,13,諸支出金,1,基金費,14,森林環境譲与税基金,9700000,-1811000,0,0,7889000,7888680,,0,0,0,320,R2決算書p94
2020,14,予備費,1,予備費,1,予備費,10000000,0,0,0,10000000,0,,0,0,0,10000000,R2決算書p95
2021,1,議会費,1,議会費,1,議会費,26304000,-370000,0,0,25934000,25689505,,0,0,0,244495,R3決算書p28
2021,2,総務費,1,総務管理費,1,一般管理費,132270000,27422000,0,0,159692000,147614000,,0,5578000,0,6500000,R3決算書p28
2021,2,総務費,1,総務管理費,2,文書広報費,7238000,8623000,0,0,15861000,6717134,,0,8800000,0,343866,R3決算書p31
2021,2,総務費,1,総務管理費,3,財政管理費,14232000,-697000,0,0,13535000,13480564,,0,0,0,54436,R3決算書p32
2021,2,総務費,1,総務管理費,5,財産管理費,11943000,74138000,0,0,86081000,78084992,,0,4667000,0,3329008,R3決算書p32
2021,2,総務費,1,総務管理費,6,企画費,62018000,-4268000,21526000,0,79276000,68787359,,0,0,0,10488641,R3決算書p33
2021,2,総務費,1,総務管理費,8,交通安全対策費,5938000,15644000,6700000,0,28282000,26941657,,0,0,0,1340343,R3決算書p36
2021,2,総務費,1,総務管理費,9,電子計算費,25475000,5560000,0,0,31035000,30313289,,0,0,0,721711,R3決算書p37
2021,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,30487000,810000,0,0,31297000,26236144,,0,0,0,5060856,R3決算書p38
2021,2,総務費,2,徴税費,1,税務総務費,19879000,-1740000,0,0,18139000,17665601,,0,0,0,473399,R3決算書p39
2021,2,総務費,2,徴税費,2,賦課徴収費,6696000,-4833000,0,0,1863000,1861861,,0,0,0,1139,R3決算書p40
2021,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,18439000,1829000,2189000,0,22457000,19634996,,0,2728000,0,94004,R3決算書p40
2021,2,総務費,4,選挙費,1,選挙管理委員会費,247000,-161000,0,0,86000,78180,,0,0,0,7820,R3決算書p41
2021,2,総務費,4,選挙費,8,参議院議員補欠選挙費,3597000,452000,0,0,4049000,4032553,,0,0,0,16447,R3決算書p41
2021,2,総務費,4,選挙費,9,衆議院議員選挙費,3497000,-370000,0,0,3127000,2941908,,0,0,0,185092,R3決算書p42
2021,2,総務費,5,統計調査費,2,指定統計調査費,362000,-170000,0,0,192000,189785,,0,0,0,2215,R3決算書p42
2021,2,総務費,6,監査委員費,1,監査委員費,593000,-45000,0,0,548000,537700,,0,0,0,10300,R3決算書p43
2021,2,総務費,7,国土調査費,1,地籍調査費,30091000,-1139000,0,0,28952000,25899082,,0,0,0,3052918,R3決算書p43
2021,3,民生費,1,社会福祉費,1,社会福祉総務費,74443000,-3478000,550000,0,71515000,59667006,,0,0,0,11847994,R3決算書p44
2021,3,民生費,1,社会福祉費,2,老人福祉費,65411000,-3271000,0,0,62140000,61998279,,0,0,0,141721,R3決算書p47
2021,3,民生費,1,社会福祉費,3,国民年金事務費,2780000,2398000,0,0,5178000,5099484,,0,0,0,78516,R3決算書p48
2021,3,民生費,1,社会福祉費,4,障害者福祉費,73677000,-10499000,0,0,63178000,62541193,,0,0,0,636807,R3決算書p48
2021,3,民生費,1,社会福祉費,7,定住対策費,11180000,-1412000,0,0,9768000,9768000,,0,0,0,0,R3決算書p49
2021,3,民生費,1,社会福祉費,10,老人福祉施設管理運営費,88445000,-6822000,0,0,81623000,78330059,,0,0,0,3292941,R3決算書p49
2021,3,民生費,1,社会福祉費,13,在宅介護支援センター運営費,2459000,-772000,0,0,1687000,1662056,,0,0,0,24944,R3決算書p50
2021,3,民生費,1,社会福祉費,14,授産施設一般管理費,17915000,331000,0,0,18246000,18092578,,0,0,0,153422,R3決算書p51
2021,3,民生費,1,社会福祉費,15,授産施設業務費,4693000,-1045000,0,0,3648000,3643608,,0,0,0,4392,R3決算書p52
2021,3,民生費,2,児童福祉費,2,児童措置費,11218000,16074000,0,0,27292000,27098816,,0,0,0,193184,R3決算書p53
2021,3,民生費,2,児童福祉費,5,保育所費,41719000,4590000,0,0,46309000,42231501,,0,0,0,4077499,R3決算書p54
2021,3,民生費,2,児童福祉費,7,児童クラブ運営費,2905000,-35000,0,0,2870000,2869760,,0,0,0,240,R3決算書p55
2021,3,民生費,2,児童福祉費,8,通学合宿事業費,542000,-519000,0,0,23000,23000,,0,0,0,0,R3決算書p55
2021,4,衛生費,1,保健衛生費,1,保健衛生総務費,93640000,5547000,0,0,99187000,94188295,,0,0,0,4998705,R3決算書p56
2021,4,衛生費,1,保健衛生費,2,予防費,9679000,-2913000,0,0,6766000,6428124,,0,0,0,337876,R3決算書p57
2021,4,衛生費,1,保健衛生費,3,環境衛生費,9968000,5274000,0,0,15242000,9966683,,0,4700000,0,575317,R3決算書p59
2021,4,衛生費,1,保健衛生費,4,新型コロナウイルス感染症対策費,1198000,10279000,0,0,11477000,10898389,,0,0,0,578611,R3決算書p60
2021,4,衛生費,2,清掃費,1,し尿処理費,14733000,-708000,0,0,14025000,14024520,,0,0,0,480,R3決算書p61
2021,4,衛生費,2,清掃費,2,塵芥処理費,27194000,887000,0,0,28081000,27020324,,0,0,0,1060676,R3決算書p61
2021,6,農林水産業費,1,農業費,1,農業委員会費,3108000,-136000,0,0,2972000,2906819,,0,0,0,65181,R3決算書p62
2021,6,農林水産業費,1,農業費,2,農業総務費,21507000,-2555000,0,0,18952000,18636751,,0,0,0,315249,R3決算書p62
2021,6,農林水産業費,1,農業費,3,農業振興費,65212000,-10222000,0,0,54990000,52998660,,0,902000,0,1089340,R3決算書p63
2021,6,農林水産業費,1,農業費,4,畜産業費,1469000,-229000,0,0,1240000,1239594,,0,0,0,406,R3決算書p65
2021,6,農林水産業費,1,農業費,5,畜産振興費,321000,2698000,0,0,3019000,18400,,0,2970000,0,30600,R3決算書p65
2021,6,農林水産業費,1,農業費,6,農地費,1413000,1689000,1254000,0,4356000,4343414,,0,0,0,12586,R3決算書p65
2021,6,農林水産業費,1,農業費,7,農業振興地域整備促進事業費,168000,-133000,0,0,35000,34400,,0,0,0,600,R3決算書p66
2021,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,8152000,-4161000,0,0,3991000,3985032,,0,0,0,5968,R3決算書p66
2021,6,農林水産業費,1,農業費,21,日本型直接支払事業,5002000,-281000,0,0,4721000,4310293,,0,0,0,410707,R3決算書p67
2021,6,農林水産業費,2,林業費,1,林業総務費,10759000,265000,0,0,11024000,9725005,,0,1210000,0,88995,R3決算書p67
2021,6,農林水産業費,2,林業費,2,林業振興費,15207000,752000,0,0,15959000,15938628,,0,0,0,20372,R3決算書p67
2021,6,農林水産業費,2,林業費,3,林道費,68600000,8398000,12040000,0,89038000,65519515,,0,19767000,0,3751485,R3決算書p69
2021,6,農林水産業費,2,林業費,4,造林費,5800000,1990000,0,0,7790000,7755432,,0,0,0,34568,R3決算書p69
2021,6,農林水産業費,2,林業費,6,森林整備センター受託事業費,523000,-46000,0,0,477000,476300,,0,0,0,700,R3決算書p70
2021,6,農林水産業費,2,林業費,10,森林環境譲与税活用費,2640000,2236000,3190000,0,8066000,4329538,,0,3410000,0,326462,R3決算書p70
2021,7,商工費,1,商工費,1,商工総務費,7353000,-109000,0,0,7244000,7158849,,0,0,0,85151,R3決算書p70
2021,7,商工費,1,商工費,2,商工振興費,13837000,28299000,0,0,42136000,39619873,,0,0,0,2516127,R3決算書p70
2021,7,商工費,1,商工費,3,観光費,49128000,-7510000,5775000,0,47393000,29614359,,0,7094000,0,10684641,R3決算書p71
2021,7,商工費,1,商工費,4,地域おこし協力隊事業,12553000,-4924000,0,0,7629000,7538924,,0,0,0,90076,R3決算書p73
2021,8,土木費,1,土木管理費,1,土木総務費,912000,-106000,0,0,806000,803092,,0,0,0,2908,R3決算書p73
2021,8,土木費,2,道路橋梁費,1,道路維持費,20808000,-919000,0,0,19889000,9096250,,0,7454000,0,3338750,R3決算書p74
2021,8,土木費,2,道路橋梁費,2,道路新設改良費,109928000,3260000,61996000,0,175184000,105783808,,0,57973000,0,11427192,R3決算書p74
2021,8,土木費,2,道路橋梁費,3,道路台帳整備費,2718000,0,0,0,2718000,2585000,,0,0,0,133000,R3決算書p75
2021,8,土木費,2,道路橋梁費,4,橋梁維持費,85194000,40026000,60720000,0,185940000,110467000,,0,74900000,0,573000,R3決算書p76
2021,8,土木費,3,河川費,1,河川維持費,7322000,9630000,0,0,16952000,14608000,,0,0,0,2344000,R3決算書p76
2021,8,土木費,4,住宅費,1,住宅管理費,15093000,-3750000,0,0,11343000,11210068,,0,0,0,132932,R3決算書p76
2021,9,消防費,1,消防費,1,常備消防費,34702000,0,0,0,34702000,34702000,,0,0,0,0,R3決算書p77
2021,9,消防費,1,消防費,2,非常備消防費,21400000,-5478000,0,0,15922000,14640903,,0,600000,0,681097,R3決算書p77
2021,9,消防費,1,消防費,3,消防施設費,9097000,892000,0,0,9989000,9136003,,0,0,0,852997,R3決算書p79
2021,9,消防費,1,消防費,4,水防費,50000,0,0,0,50000,49500,,0,0,0,500,R3決算書p79
2021,9,消防費,1,消防費,6,災害防止費,2088000,264000,0,0,2352000,2317485,,0,0,0,34515,R3決算書p80
2021,9,消防費,1,消防費,7,山岳遭難救助費,1986000,-1789000,0,0,197000,195480,,0,0,0,1520,R3決算書p80
2021,10,教育費,1,教育総務費,1,教育委員会費,1095000,-344000,0,0,751000,748800,,0,0,0,2200,R3決算書p80
2021,10,教育費,1,教育総務費,2,事務局費,21033000,5254000,0,0,26287000,24407597,,0,0,0,1879403,R3決算書p80
2021,10,教育費,1,教育総務費,4,文化財保存費,16931000,1820000,0,0,18751000,16860164,,0,849000,0,1041836,R3決算書p82
2021,10,教育費,1,教育総務費,6,文化施設費,208821000,5281000,0,0,214102000,198529006,,0,15090000,0,482994,R3決算書p83
2021,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,0,181000,0,0,181000,180080,,0,0,0,920,R3決算書p85
2021,10,教育費,2,小学校費,1,学校管理費,33255000,402000,0,0,33657000,32500682,,0,0,0,1156318,R3決算書p85
2021,10,教育費,2,小学校費,2,教育振興費,4173000,-922000,0,0,3251000,3201332,,0,0,0,49668,R3決算書p88
2021,10,教育費,3,中学校費,1,学校管理費,38910000,-4642000,0,0,34268000,33358940,,0,0,0,909060,R3決算書p88
2021,10,教育費,3,中学校費,2,教育振興費,2833000,-429000,0,0,2404000,2188498,,0,0,0,215502,R3決算書p90
2021,10,教育費,4,社会教育費,1,社会教育総務費,7244000,-85000,0,0,7159000,7093893,,0,0,0,65107,R3決算書p91
2021,10,教育費,4,社会教育費,2,公民館費,11870000,1893000,0,0,13763000,13239156,,0,0,0,523844,R3決算書p91
2021,10,教育費,5,保健体育費,1,保健体育総務費,1274000,-279000,0,0,995000,964351,,0,0,0,30649,R3決算書p93
2021,10,教育費,5,保健体育費,2,学校給食運営費,11764000,129000,1925000,0,13818000,13319565,,0,0,0,498435,R3決算書p93
2021,10,教育費,5,保健体育費,4,体育施設管理費,2633000,340000,0,0,2973000,2773366,,0,0,0,199634,R3決算書p95
2021,11,災害復旧費,1,農林水産業施設災害復旧費,1,農地農業用施設災害復旧費,0,35473000,0,0,35473000,10725000,,0,23399000,0,1349000,R3決算書p95
2021,11,災害復旧費,1,農林水産業施設災害復旧費,2,林道施設災害復旧費,250472000,-10013000,52483000,0,292942000,158540900,,0,134179000,0,222100,R3決算書p95
2021,11,災害復旧費,2,公共土木施設災害復旧費,1,道路橋梁災害復旧費,12353000,-2900000,0,0,9453000,1425000,,0,7352000,0,676000,R3決算書p96
2021,11,災害復旧費,2,公共土木施設災害復旧費,3,河川災害復旧費,1000000,5546000,9395000,0,15941000,10940940,,0,5000000,0,60,R3決算書p96
2021,12,公債費,1,公債費,1,元金,178241000,14039000,0,0,192280000,192211513,,0,0,0,68487,R3決算書p96
2021,12,公債費,1,公債費,2,利子,11245000,-6195000,0,0,5050000,2439913,,0,0,0,2610087,R3決算書p96
2021,13,諸支出金,1,基金費,1,財政調整基金費,966000,19341000,0,0,20307000,20306805,,0,0,0,195,R3決算書p97
2021,13,諸支出金,1,基金費,2,減債基金費,1198000,0,0,0,1198000,1197728,,0,0,0,272,R3決算書p97
2021,13,諸支出金,1,基金費,3,公共施設等整備基金費,1433000,86400000,0,0,87833000,87832708,,0,0,0,292,R3決算書p97
2021,13,諸支出金,1,基金費,4,文教施設整備基金費,40000,0,0,0,40000,39167,,0,0,0,833,R3決算書p97
2021,13,諸支出金,1,基金費,5,ふるさとづくり基金費,2950000,80820000,0,0,83770000,83769402,,0,0,0,598,R3決算書p97
2021,13,諸支出金,1,基金費,6,高齢者福祉基金費,51000,0,0,0,51000,50884,,0,0,0,116,R3決算書p97
2021,13,諸支出金,1,基金費,14,森林環境譲与税基金,9060000,2548000,0,0,11608000,11608000,,0,0,0,0,R3決算書p97
2021,14,予備費,1,予備費,1,予備費,10000000,0,0,0,10000000,0,,0,0,0,10000000,R3決算書p97
2022,1,議会費,1,議会費,1,議会費,26179000,479000,0,0,26658000,26130156,,0,0,0,527844,R4決算書p28
2022,2,総務費,1,総務管理費,1,一般管理費,136034000,13165000,5578000,0,154777000,146741445,,0,0,0,8035555,R4決算書p29
2022,2,総務費,1,総務管理費,2,文書広報費,10207000,93000,8800000,0,19100000,18853666,,0,0,0,246334,R4決算書p32
2022,2,総務費,1,総務管理費,3,財政管理費,8286000,-58000,0,0,8228000,8228000,,0,0,0,0,R4決算書p33
2022,2,総務費,1,総務管理費,5,財産管理費,27237000,15973000,4667000,0,47877000,45169974,,0,0,0,2707026,R4決算書p33
2022,2,総務費,1,総務管理費,6,企画費,60948000,-3267000,0,0,57681000,54394331,,0,0,0,3286669,R4決算書p34
2022,2,総務費,1,総務管理費,8,交通安全対策費,5666000,15238000,0,0,20904000,20732328,,0,0,0,171672,R4決算書p37
2022,2,総務費,1,総務管理費,9,電子計算費,42921000,-7218000,0,0,35703000,32563263,,0,0,0,3139737,R4決算書p38
2022,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,26200000,-4161000,0,0,22039000,21850168,,0,0,0,188832,R4決算書p39
2022,2,総務費,2,徴税費,1,税務総務費,23638000,1103000,0,0,24741000,24485949,,0,0,0,255051,R4決算書p39
2022,2,総務費,2,徴税費,2,賦課徴収費,3291000,-1704000,0,0,1587000,1585949,,0,0,0,1051,R4決算書p41
2022,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,21775000,830000,2728000,0,25333000,24281292,,0,0,0,1051708,R4決算書p41
2022,2,総務費,4,選挙費,1,選挙管理委員会費,246000,-170000,0,0,76000,45360,,0,0,0,30640,R4決算書p42
2022,2,総務費,4,選挙費,3,参議院議員選挙費,3623000,462000,0,0,4085000,4037277,,0,0,0,47723,R4決算書p42
2022,2,総務費,4,選挙費,6,長野県議会議員選挙費,0,1445000,0,0,1445000,1415078,,0,0,0,29922,R4決算書p42
2022,2,総務費,4,選挙費,10,長野県知事選挙費,3423000,530000,0,0,3953000,3755729,,0,0,0,197271,R4決算書p42
2022,2,総務費,5,統計調査費,2,指定統計調査費,134000,-100000,0,0,34000,19206,,0,0,0,14794,R4決算書p43
2022,2,総務費,6,監査委員費,1,監査委員費,617000,34000,0,0,651000,632900,,0,0,0,18100,R4決算書p43
2022,2,総務費,7,国土調査費,1,地籍調査費,17326000,4253000,0,0,21579000,20942670,,0,0,0,636330,R4決算書p44
2022,3,民生費,1,社会福祉費,1,社会福祉総務費,76453000,418000,0,0,76871000,68672321,,0,0,0,8198679,R4決算書p45
2022,3,民生費,1,社会福祉費,2,老人福祉費,66420000,-10606000,0,0,55814000,55660958,,0,0,0,153042,R4決算書p47
2022,3,民生費,1,社会福祉費,3,国民年金事務費,5258000,93000,0,0,5351000,5167900,,0,0,0,183100,R4決算書p49
2022,3,民生費,1,社会福祉費,4,障害者福祉費,73638000,-7695000,0,0,65943000,64722948,,0,0,0,1220052,R4決算書p49
2022,3,民生費,1,社会福祉費,7,定住対策費,12100000,-5224000,0,0,6876000,6876000,,0,0,0,0,R4決算書p50
2022,3,民生費,1,社会福祉費,10,老人福祉施設管理運営費,32834000,166000,0,0,33000000,31709389,,0,0,0,1290611,R4決算書p50
2022,3,民生費,1,社会福祉費,13,在宅介護支援センター運営費,1994000,-161000,0,0,1833000,1802967,,0,0,0,30033,R4決算書p51
2022,3,民生費,1,社会福祉費,14,授産施設一般管理費,17976000,90000,0,0,18066000,17805644,,0,0,0,260356,R4決算書p51
2022,3,民生費,1,社会福祉費,15,授産施設業務費,4547000,-515000,0,0,4032000,3968985,,0,0,0,63015,R4決算書p52
2022,3,民生費,2,児童福祉費,2,児童措置費,10606000,4076000,0,0,14682000,14679318,,0,0,0,2682,R4決算書p53
2022,3,民生費,2,児童福祉費,5,保育所費,48135000,-5022000,0,0,43113000,42339710,,0,0,0,773290,R4決算書p54
2022,3,民生費,2,児童福祉費,7,児童クラブ運営費,27166000,-23435000,0,0,3731000,3671918,,0,0,0,59082,R4決算書p55
2022,4,衛生費,1,保健衛生費,1,保健衛生総務費,103687000,19643000,0,0,123330000,122719225,,0,0,0,610775,R4決算書p56
2022,4,衛生費,1,保健衛生費,2,予防費,9713000,-3176000,0,0,6537000,6305330,,0,0,0,231670,R4決算書p57
2022,4,衛生費,1,保健衛生費,3,環境衛生費,10648000,-52000,4700000,0,15296000,14663017,,0,0,0,632983,R4決算書p59
2022,4,衛生費,1,保健衛生費,4,新型コロナウイルス感染症対策費,3280000,1142000,0,0,4422000,4238306,,0,0,0,183694,R4決算書p61
2022,4,衛生費,2,清掃費,1,し尿処理費,14859000,0,0,0,14859000,14855560,,0,0,0,3440,R4決算書p61
2022,4,衛生費,2,清掃費,2,塵芥処理費,29932000,3153000,0,0,33085000,31679954,,0,0,0,1405046,R4決算書p61
