fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,jigyo_name,setsu_no,setsu_name,level,is_leaf,saisetsu_name,saisaisetsu_name,dan2_name,dan3_name,dan4_name,amount,source
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,7,賃金,1,0,,,,,,1022003,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,7,賃金,2,0,31作業員賃金,,,,,721803,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,7,賃金,3,1,31作業員賃金,01文化財保存賃金,,,,721803,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,7,賃金,2,0,41事業賃金,,,,,300200,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,7,賃金,3,1,41事業賃金,01伝承指導賃金,,,,300200,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,8,報償費,1,0,,,,,,10000,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,8,報償費,2,0,01謝金,,,,,10000,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,8,報償費,3,1,01謝金,01福徳寺火災報知器管理謝金,,,,10000,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,9,旅費,1,0,,,,,,26320,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,9,旅費,2,0,11職員旅費,,,,,26320,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,9,旅費,3,1,11職員旅費,01職員旅費,,,,26320,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,1,0,,,,,,645023,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,2,0,01消耗品,,,,,10726,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,3,1,01消耗品,01消耗品,,,,10726,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,2,0,21食糧費,,,,,16800,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,3,1,21食糧費,01歌舞伎教室食糧費,,,,16800,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,2,0,31印刷製本費,,,,,300796,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,3,1,31印刷製本費,01文化財パンフレット印刷代,,,,300796,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,2,0,41光熱水費,,,,,86665,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,3,1,41光熱水費,01電気料,,,,66193,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,3,1,41光熱水費,02水道料,,,,20472,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,2,0,51修繕費,,,,,230036,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,11,需用費,3,1,51修繕費,01文化施設修繕費,,,,230036,H30決算書p79
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,1,0,,,,,,197361,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,2,0,01通信運搬費,,,,,29184,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,3,1,01通信運搬費,01電話料,,,,29184,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,2,0,21手数料,,,,,134000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,3,1,21手数料,01くみ取り料,,,,129000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,3,1,21手数料,02合併浄化槽検査手数料,,,,5000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,2,0,41損害保険料,,,,,34177,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,12,役務費,3,1,41損害保険料,01村有建物災害共済保険料,,,,34177,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,1,0,,,,,,1517500,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,2,0,21保守管理委託料,,,,,292300,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,3,1,21保守管理委託料,02消防施設点検委託料,,,,51300,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,3,1,21保守管理委託料,03公衆トイレ管理委託料,,,,191000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,3,1,21保守管理委託料,04福徳寺管理委託料,,,,50000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,2,0,51業務委託料,,,,,804000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,3,1,51業務委託料,05耐震調査委託料,,,,804000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,2,0,71調査・設計・監理委託料,,,,,421200,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,13,委託料,3,1,71調査・設計・監理委託料,01単独事業調査・設計・監理委託料,,,,421200,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,15,工事請負費,1,0,,,,,,6814260,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,15,工事請負費,2,0,31単独事業,,,,,6814260,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,15,工事請負費,3,1,31単独事業,02看板設置工事,,,,93960,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,15,工事請負費,3,1,31単独事業,04文化財周辺整備工事,,,,6720300,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,17,公有財産購入費,1,0,,,,,,178980,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,17,公有財産購入費,2,0,01土地購入費,,,,,178980,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,17,公有財産購入費,3,1,01土地購入費,01用地購入費,,,,178980,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,18,備品購入費,1,0,,,,,,10800,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,18,備品購入費,2,0,01備品購入費,,,,,10800,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,18,備品購入費,3,1,01備品購入費,01消火器購入費,,,,10800,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,1,0,,,,,,1679560,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,2,0,21負担金,,,,,305000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,3,1,21負担金,01全国民俗芸能保存振興連盟負担金,,,,5000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,3,1,21負担金,02三遠南信ふるさと歌舞伎交流負担金,,,,300000,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,2,0,51補助金,,,,,1374560,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,3,1,51補助金,01歌舞伎保存補助金,,,,1289560,H30決算書p80
2018,10,教育費,1,教育総務費,4,文化財保存費,文化財保存関係経費,19,負担金補助及び交付金,3,1,51補助金,06文化財保存補助金,,,,85000,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,,,0,0,,,,,,8067657,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,7,賃金,1,0,,,,,,124041,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,7,賃金,2,0,31作業員賃金,,,,,124041,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,7,賃金,3,1,31作業員賃金,01文化施設代替賃金,,,,124041,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,8,報償費,1,0,,,,,,30000,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,8,報償費,2,0,01謝金,,,,,30000,H30決算書p80
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,8,報償費,3,1,01謝金,01講師謝礼,,,,30000,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,9,旅費,1,0,,,,,,103720,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,9,旅費,2,0,51費用弁償,,,,,103720,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,9,旅費,3,1,51費用弁償,02学芸員旅費,,,,103720,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,1,0,,,,,,2241411,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,2,0,01消耗品,,,,,107427,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,01消耗品,01消耗品,,,,73341,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,01消耗品,02図書購入費,,,,34086,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,2,0,31印刷製本費,,,,,243000,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,31印刷製本費,01入場券・パンフ印刷代,,,,243000,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,2,0,41光熱水費,,,,,1853304,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,41光熱水費,01電気料,,,,1743971,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,41光熱水費,02水道料,,,,28116,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,41光熱水費,03灯油代,,,,27440,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,41光熱水費,04ガス代,,,,53777,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,2,0,51修繕費,,,,,37680,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,需用費,3,1,51修繕費,01文化施設修繕費,,,,37680,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,1,0,,,,,,503769,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,2,0,01通信運搬費,,,,,162164,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,3,1,01通信運搬費,01電話料,,,,72740,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,3,1,01通信運搬費,03情報通信接続料,,,,89424,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,2,0,21手数料,,,,,10000,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,3,1,21手数料,01合併浄化槽検査手数料,,,,10000,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,2,0,41損害保険料,,,,,331605,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,役務費,3,1,41損害保険料,01村有建物災害共済保険料,,,,331605,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,1,0,,,,,,4684790,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,2,0,21保守管理委託料,,,,,4000070,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,21保守管理委託料,01電気施設保守委託料,,,,60470,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,21保守管理委託料,02合併浄化槽保守管理委託料,,,,205200,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,21保守管理委託料,03消防設備点検委託料,,,,64800,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,21保守管理委託料,04中央構造線博物館管理運営委託料,,,,1776000,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,21保守管理委託料,05ろくべん館管理運営委託料,,,,1893600,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,2,0,51業務委託料,,,,,684720,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,51業務委託料,01電力配電業務委託料,,,,19440,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,委託料,3,1,51業務委託料,02ホームページ作成委託料,,,,665280,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,14,使用料及び賃借料,1,0,,,,,,65342,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,14,使用料及び賃借料,2,0,01使用料・借上料,,,,,65342,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,14,使用料及び賃借料,3,1,01使用料・借上料,01コピーリース料,,,,28638,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,14,使用料及び賃借料,3,1,01使用料・借上料,02空調機器使用料,,,,28404,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,14,使用料及び賃借料,3,1,01使用料・借上料,03ホームページサーバー使用料,,,,8300,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,備品購入費,1,0,,,,,,31104,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,備品購入費,2,0,01備品購入費,,,,,31104,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,備品購入費,3,1,01備品購入費,07清掃用具備品購入費,,,,31104,H30決算書p81
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,1,0,,,,,,283480,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,2,0,21負担金,,,,,283480,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,3,1,21負担金,01全国科学博物館協議会負担金,,,,10000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,3,1,21負担金,03地質学会負担金,,,,52480,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,3,1,21負担金,04活断層学会負担金,,,,20000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,3,1,21負担金,05地震学会負担金,,,,9000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,3,1,21負担金,06地学団体研究会負担金,,,,30000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,19,負担金補助及び交付金,3,1,21負担金,09南アルプス自然遺産協議会負担金,,,,162000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,,,0,0,,,,,,2742246,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,7,賃金,1,0,,,,,,2400000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,7,賃金,2,0,11臨時職員賃金,,,,,2400000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,7,賃金,3,1,11臨時職員賃金,01地域おこし協力隊賃金,,,,2400000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,9,旅費,1,0,,,,,,162246,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,9,旅費,2,0,51費用弁償,,,,,162246,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,9,旅費,3,1,51費用弁償,01地域おこし協力隊旅費,,,,162246,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,14,使用料及び賃借料,1,0,,,,,,180000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,14,使用料及び賃借料,2,0,01使用料・借上料,,,,,180000,H30決算書p82
2018,10,教育費,1,教育総務費,6,文化施設費,地域おこし協力隊事業,14,使用料及び賃借料,3,1,01使用料・借上料,01住宅借上料,,,,180000,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,,,0,0,,,,,,7132084,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,9,旅費,1,0,,,,,,20885,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,9,旅費,2,0,11職員旅費,,,,,20885,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,9,旅費,3,1,11職員旅費,01職員旅費,,,,20885,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,1,0,,,,,,4518806,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,2,0,01消耗品,,,,,1503289,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,01消耗品,01小学校消耗品,,,,1397965,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,01消耗品,02図書購入費,,,,105324,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,2,0,31印刷製本費,,,,,35640,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,31印刷製本費,01印刷製本費,,,,35640,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,2,0,41光熱水費,,,,,2451801,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,41光熱水費,01電気料,,,,1518895,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,41光熱水費,02水道料,,,,478322,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,41光熱水費,03灯油代,,,,395341,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,41光熱水費,04ガス代,,,,59243,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,2,0,51修繕費,,,,,528076,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,51修繕費,01建物修繕費,,,,154440,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,51修繕費,02その他修繕費,,,,160876,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,需用費,3,1,51修繕費,04学校施設維持修繕費,,,,212760,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,1,0,,,,,,457058,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,2,0,01通信運搬費,,,,,259263,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,01通信運搬費,01郵便料,,,,28000,H30決算書p82
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,01通信運搬費,02電話料,,,,216718,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,01通信運搬費,03テレビ聴視料,,,,14545,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,2,0,21手数料,,,,,197795,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,01口座振替手数料,,,,4104,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,02遊具検査手数料,,,,43200,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,03ピアノ調律手数料,,,,25920,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,04合併浄化槽検査手数料,,,,13000,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,05クリーニング料,,,,51451,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,06計量器検査料,,,,16920,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,役務費,3,1,21手数料,07添乗員経費,,,,43200,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,1,0,,,,,,1088171,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,2,0,21保守管理委託料,,,,,747890,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,21保守管理委託料,01電気施設保守委託料,,,,151190,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,21保守管理委託料,02合併浄化槽保守管理委託料,,,,423900,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,21保守管理委託料,03消防施設点検委託料,,,,86400,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,21保守管理委託料,06地下タンク検査委託料,,,,54000,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,21保守管理委託料,07プール濾過器保守委託料,,,,32400,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,2,0,31検査委託料,,,,,30888,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,31検査委託料,01飲料水等水質検査,,,,26568,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,31検査委託料,02空気環境測定委託料,,,,4320,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,2,0,51業務委託料,,,,,86646,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,51業務委託料,02粗大ゴミ処理委託料,,,,47766,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,51業務委託料,03電力配電業務委託料,,,,38880,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,2,0,61検診等委託料,,,,,222747,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,委託料,3,1,61検診等委託料,01職員・児童検診等委託料,,,,222747,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,1,0,,,,,,936798,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,2,0,01使用料・借上料,,,,,936798,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,3,1,01使用料・借上料,01コピーリース料,,,,385511,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,3,1,01使用料・借上料,03自動車借上料,,,,299160,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,3,1,01使用料・借上料,05ＨＰ用サーバ使用料,,,,19380,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,3,1,01使用料・借上料,06連絡網システム使用料,,,,32400,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,14,使用料及び賃借料,3,1,01使用料・借上料,07複合機使用料,,,,200347,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,16,原材料費,1,0,,,,,,626,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,16,原材料費,2,0,11加工材料費,,,,,626,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,16,原材料費,3,1,11加工材料費,01学校修繕材料代,,,,626,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,備品購入費,1,0,,,,,,5900,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,備品購入費,2,0,01備品購入費,,,,,5900,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,備品購入費,3,1,01備品購入費,02事務用備品,,,,5900,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,19,負担金補助及び交付金,1,0,,,,,,103840,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,19,負担金補助及び交付金,2,0,21負担金,,,,,103840,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,19,負担金補助及び交付金,3,1,21負担金,01学校健康会負担金,,,,35680,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,19,負担金補助及び交付金,3,1,21負担金,03小学校長会他負担金,,,,67600,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,19,負担金補助及び交付金,3,1,21負担金,04井水組合負担金,,,,560,H30決算書p83
2018,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,,,0,0,,,,,,22736849,H30決算書p84
2018,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,7,賃金,1,0,,,,,,13157750,H30決算書p84
2018,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,7,賃金,2,0,11臨時職員賃金,,,,,8449200,H30決算書p84
