fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,jigyo_name,setsu_no,setsu_name,level,is_leaf,saisetsu_name,saisaisetsu_name,dan2_name,dan3_name,dan4_name,amount,source
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,1,報酬,3,1,26会計年度任用職員報酬,01代替職員報酬,,,,253783,R2決算書p80
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,7,報償費,1,0,,,,,,47000,R2決算書p80
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,7,報償費,2,0,01謝金,,,,,47000,R2決算書p80
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,7,報償費,3,1,01謝金,01講師謝礼,,,,47000,R2決算書p80
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,8,旅費,1,0,,,,,,26040,R2決算書p80
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,8,旅費,2,0,51費用弁償,,,,,26040,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,8,旅費,3,1,51費用弁償,02学芸員旅費,,,,26040,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,1,0,,,,,,1596965,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,2,0,01消耗品,,,,,146520,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,01消耗品,01消耗品,,,,89089,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,01消耗品,02図書購入費,,,,57431,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,2,0,41光熱水費,,,,,1382055,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,41光熱水費,01電気料,,,,1256252,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,41光熱水費,02水道料,,,,28821,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,41光熱水費,03灯油代,,,,41976,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,41光熱水費,04ガス代,,,,55006,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,2,0,51修繕費,,,,,68390,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,10,需用費,3,1,51修繕費,01文化施設修繕費,,,,68390,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,1,0,,,,,,512970,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,2,0,01通信運搬費,,,,,197319,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,3,1,01通信運搬費,01電話料,,,,55584,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,3,1,01通信運搬費,03情報通信接続料,,,,141735,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,2,0,21手数料,,,,,10000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,3,1,21手数料,01合併浄化槽検査手数料,,,,10000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,2,0,41損害保険料,,,,,305651,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,11,役務費,3,1,41損害保険料,01村有建物災害共済保険料,,,,305651,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,1,0,,,,,,3979160,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,2,0,21保守管理委託料,,,,,3979160,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,3,1,21保守管理委託料,01電気施設保守委託料,,,,63360,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,3,1,21保守管理委託料,02合併浄化槽保守管理委託料,,,,209000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,3,1,21保守管理委託料,03消防設備点検委託料,,,,66000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,3,1,21保守管理委託料,04中央構造線博物館管理運営委託料,,,,1740000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,12,委託料,3,1,21保守管理委託料,05ろくべん館管理運営委託料,,,,1900800,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,使用料及び賃借料,1,0,,,,,,87659,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,使用料及び賃借料,2,0,01使用料・借上料,,,,,87659,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,使用料及び賃借料,3,1,01使用料・借上料,01コピーリース料,,,,17259,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,13,使用料及び賃借料,3,1,01使用料・借上料,03ホームページサーバー使用料,,,,70400,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,17,備品購入費,1,0,,,,,,63250,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,17,備品購入費,2,0,01備品購入費,,,,,63250,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,17,備品購入費,3,1,01備品購入費,07カメラ購入費,,,,63250,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,1,0,,,,,,267000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,2,0,21負担金,,,,,267000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,3,1,21負担金,01全国科学博物館協議会負担金,,,,10000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,3,1,21負担金,03地質学会負担金,,,,4000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,3,1,21負担金,05地震学会負担金,,,,20000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,3,1,21負担金,07地理学会負担金,,,,12000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,文化施設管理運営経費,18,負担金補助及び交付金,3,1,21負担金,09南アルプス自然遺産協議会負担金,,,,221000,R2決算書p81
2020,10,教育費,1,教育総務費,6,文化施設費,臨時職員管理経費（文化施設）,,,0,0,,,,,,2580972,R2決算書p82
2020,10,教育費,1,教育総務費,6,文化施設費,臨時職員管理経費（文化施設）,1,報酬,1,0,,,,,,2101620,R2決算書p82
2020,10,教育費,1,教育総務費,6,文化施設費,臨時職員管理経費（文化施設）,1,報酬,2,0,26会計年度任用職員報酬,,,,,2101620,R2決算書p82
2020,10,教育費,1,教育総務費,6,文化施設費,臨時職員管理経費（文化施設）,1,報酬,3,1,26会計年度任用職員報酬,01会計年度任用職員1号報酬,,,,2101620,R2決算書p82
2020,10,教育費,1,教育総務費,6,文化施設費,臨時職員管理経費（文化施設）,3,職員手当等,1,0,,,,,,479352,R2決算書p82
2020,10,教育費,1,教育総務費,6,文化施設費,臨時職員管理経費（文化施設）,3,職員手当等,2,1,22会計年度任用職員手当,,,,,479352,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,,,0,0,,,,,,310960,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,10,需用費,1,0,,,,,,75270,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,10,需用費,2,0,01消耗品,,,,,75270,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,10,需用費,3,1,01消耗品,01消耗品,,,,75270,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,11,役務費,1,0,,,,,,9690,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,11,役務費,2,0,01通信運搬費,,,,,9690,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,11,役務費,3,1,01通信運搬費,01宅配便代,,,,9690,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,18,負担金補助及び交付金,1,0,,,,,,226000,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,18,負担金補助及び交付金,2,0,71交付金,,,,,226000,R2決算書p82
2020,10,教育費,1,教育総務費,8,新型コロナウイルス感染症対策費,新型コロナウイルス感染症対策費,18,負担金補助及び交付金,3,1,71交付金,01学生支援給付金,,,,226000,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,,,0,0,,,,,,8596050,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,8,旅費,1,0,,,,,,840,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,8,旅費,2,0,11職員旅費,,,,,840,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,8,旅費,3,1,11職員旅費,01職員旅費,,,,840,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,1,0,,,,,,5273031,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,2,0,01消耗品,,,,,1305888,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,01消耗品,01小学校消耗品,,,,1207464,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,01消耗品,02図書購入費,,,,98424,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,2,0,31印刷製本費,,,,,36300,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,31印刷製本費,01印刷製本費,,,,36300,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,2,0,41光熱水費,,,,,2393813,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,41光熱水費,01電気料,,,,1471456,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,41光熱水費,02水道料,,,,502944,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,41光熱水費,03灯油代,,,,359248,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,41光熱水費,04ガス代,,,,60165,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,2,0,51修繕費,,,,,1537030,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,51修繕費,01建物修繕費,,,,1180300,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,51修繕費,02その他修繕費,,,,268730,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,10,需用費,3,1,51修繕費,04学校施設維持修繕費,,,,88000,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,1,0,,,,,,534105,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,2,0,01通信運搬費,,,,,288157,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,01通信運搬費,01郵便料,,,,19070,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,01通信運搬費,02電話料,,,,243767,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,01通信運搬費,03テレビ聴視料,,,,25320,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,2,0,21手数料,,,,,245948,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,01口座振替手数料,,,,3410,R2決算書p82
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,02遊具検査手数料,,,,44000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,03ピアノ調律手数料,,,,26400,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,04合併浄化槽検査手数料,,,,13000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,05クリーニング料,,,,63063,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,06計量器検査料,,,,17200,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,11,役務費,3,1,21手数料,07添乗員経費,,,,78875,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,1,0,,,,,,1068856,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,2,0,21保守管理委託料,,,,,805750,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,21保守管理委託料,01電気施設保守委託料,,,,198000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,21保守管理委託料,02合併浄化槽保守管理委託料,,,,431750,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,21保守管理委託料,03消防施設点検委託料,,,,88000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,21保守管理委託料,06地下タンク検査委託料,,,,55000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,21保守管理委託料,07プール濾過器保守委託料,,,,33000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,2,0,31検査委託料,,,,,31460,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,31検査委託料,01飲料水等水質検査,,,,27060,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,31検査委託料,02空気環境測定委託料,,,,4400,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,2,0,51業務委託料,,,,,41404,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,51業務委託料,02粗大ゴミ処理委託料,,,,1804,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,51業務委託料,03電力配電業務委託料,,,,39600,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,2,0,61検診等委託料,,,,,190242,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,12,委託料,3,1,61検診等委託料,01職員・児童検診等委託料,,,,190242,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,1,0,,,,,,1134587,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,2,0,01使用料・借上料,,,,,1134587,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,3,1,01使用料・借上料,01コピーリース料,,,,352512,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,3,1,01使用料・借上料,03自動車借上料,,,,140800,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,3,1,01使用料・借上料,05ＨＰ用サーバ使用料,,,,21120,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,3,1,01使用料・借上料,06連絡網システム使用料,,,,33000,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,3,1,01使用料・借上料,07複合機使用料,,,,194609,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,13,使用料及び賃借料,3,1,01使用料・借上料,08LEDリース料,,,,392546,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,15,原材料費,1,0,,,,,,2018,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,15,原材料費,2,0,11加工材料費,,,,,2018,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,15,原材料費,3,1,11加工材料費,01学校修繕材料代,,,,2018,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,17,備品購入費,1,0,,,,,,474720,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,17,備品購入費,2,0,01備品購入費,,,,,474720,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,17,備品購入費,3,1,01備品購入費,02事務用備品,,,,474720,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,負担金補助及び交付金,1,0,,,,,,107893,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,負担金補助及び交付金,2,0,21負担金,,,,,107893,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,負担金補助及び交付金,3,1,21負担金,01学校健康会負担金,,,,40205,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校管理経費,18,負担金補助及び交付金,3,1,21負担金,03小学校長会他負担金,,,,67688,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,,,0,0,,,,,,21836008,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,1,報酬,1,0,,,,,,3449894,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,1,報酬,2,0,26会計年度任用職員報酬,,,,,3449894,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,1,報酬,3,1,26会計年度任用職員報酬,01会計年度任用職員1号報酬,,,,3449894,R2決算書p83
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,3,職員手当等,1,0,,,,,,759508,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,3,職員手当等,2,1,22会計年度任用職員手当,,,,,759508,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,7,報償費,1,0,,,,,,301200,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,7,報償費,2,0,01謝金,,,,,301200,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,7,報償費,3,1,01謝金,01医師報償費,,,,241200,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,7,報償費,3,1,01謝金,02入学祝金,,,,60000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,1,0,,,,,,2193055,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,2,0,01消耗品,,,,,9500,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,3,1,01消耗品,01人権教育啓発本代,,,,9500,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,2,0,11燃料費,,,,,743289,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,3,1,11燃料費,01公用車燃料費,,,,743289,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,2,0,51修繕費,,,,,1440266,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,3,1,51修繕費,01教員住宅修繕費,,,,41360,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,3,1,51修繕費,02公用車修繕費,,,,449386,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,10,需用費,3,1,51修繕費,03その他修繕費,,,,949520,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,1,0,,,,,,372561,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,2,0,21手数料,,,,,85914,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,3,1,21手数料,01公用車車検点検料,,,,80914,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,3,1,21手数料,03合併浄化槽検査手数料,,,,5000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,2,0,41損害保険料,,,,,286647,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,3,1,41損害保険料,01公用車共済保険料,,,,101700,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,11,役務費,3,1,41損害保険料,02村有建物災害共済保険料,,,,184947,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,1,0,,,,,,9790570,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,2,0,21保守管理委託料,,,,,40150,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,3,1,21保守管理委託料,01合併浄化槽保守管理委託料,,,,40150,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,2,0,51業務委託料,,,,,5823420,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,3,1,51業務委託料,07スクールバス運転委託料,,,,4503420,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,3,1,51業務委託料,08GIGAスクール校内通信環境整備委託料,,,,1320000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,2,0,71調査・設計・監理委託料,,,,,3927000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,12,委託料,3,1,71調査・設計・監理委託料,03学校調査委託料,,,,3927000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,14,工事請負費,1,0,,,,,,2642200,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,14,工事請負費,2,0,31単独事業,,,,,2642200,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,14,工事請負費,3,1,31単独事業,03施設改修工事,,,,2642200,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,17,備品購入費,1,0,,,,,,2286020,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,17,備品購入費,2,0,01備品購入費,,,,,2286020,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,17,備品購入費,3,1,01備品購入費,04GIGAスクール端末購入費,,,,2286020,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,26,公課費,1,0,,,,,,41000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,26,公課費,2,0,01重量税,,,,,41000,R2決算書p84
2020,10,教育費,2,小学校費,1,学校管理費,小学校事務経費,26,公課費,3,1,01重量税,01公用車重量税,,,,41000,R2決算書p84
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,,,0,0,,,,,,4242768,R2決算書p84
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,7,報償費,1,0,,,,,,538887,R2決算書p84
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,7,報償費,2,0,01謝金,,,,,525907,R2決算書p84
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,7,報償費,3,1,01謝金,01講師謝礼,,,,525907,R2決算書p84
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,7,報償費,2,0,11記念品等,,,,,12980,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,7,報償費,3,1,11記念品等,01卒業記念品代,,,,12980,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,10,需用費,1,0,,,,,,2697906,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,10,需用費,2,0,01消耗品,,,,,2697906,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,10,需用費,3,1,01消耗品,01小学校消耗品,,,,2281677,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,10,需用費,3,1,01消耗品,02図書購入費,,,,416229,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,11,役務費,1,0,,,,,,118605,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,11,役務費,2,0,01通信運搬費,,,,,96360,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,11,役務費,3,1,01通信運搬費,01情報通信接続料,,,,96360,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,11,役務費,2,0,21手数料,,,,,22245,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,11,役務費,3,1,21手数料,01知能検査等手数料,,,,22245,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,17,備品購入費,1,0,,,,,,887370,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,17,備品購入費,2,0,01備品購入費,,,,,887370,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校教育振興経費,17,備品購入費,3,1,01備品購入費,02教科備品,,,,887370,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校振興事務費,,,0,0,,,,,,201550,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校振興事務費,19,扶助費,1,0,,,,,,201550,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校振興事務費,19,扶助費,2,0,51児童・生徒就学援助費,,,,,201550,R2決算書p85
2020,10,教育費,2,小学校費,2,教育振興費,小学校振興事務費,19,扶助費,3,1,51児童・生徒就学援助費,01小学校就学援助費,,,,201550,R2決算書p85
2020,10,教育費,3,中学校費,1,学校管理費,中学校管理経費,,,0,0,,,,,,7623148,R2決算書p85
2020,10,教育費,3,中学校費,1,学校管理費,中学校管理経費,10,需用費,1,0,,,,,,5016295,R2決算書p85
2020,10,教育費,3,中学校費,1,学校管理費,中学校管理経費,10,需用費,2,0,01消耗品,,,,,713496,R2決算書p85
